n_0,R_0,c,r,D,R_max,E_b,R_unc,E_h,v_b,E_m,v_d,E_move,z,K,extinction
0.150753769,0.6441693,0.1246115,0.8608506,0.1417214,0.05931174,0.1352715,0.05336734,0.4141392,0.8232392,0.17929058,0.4741618,0.9557406,0.4685494,0.934471,0
0.763819095,0.08557023,0.5138829,0.7854244,0.123984,0.3879763,0.07267148,0.5904574,0.487155,0.1795193,0.9118996,0.3965602,0.12187212,0.7041212,0.447023,0
0.633165829,0.7142275,0.6485815,0.3693872,0.417108,0.8603687,0.1732355,0.2001502,0.1990154,0.3678918,0.5917704,0.7880024,0.5401048,0.02669152,0.06478092,0
0.467336683,0.7730727,0.1546573,0.11617376,0.07672298,0.6659753,0.4675493,0.03714692,0.8804326,0.3436596,0.2521792,0.0545811,0.3150066,0.06547598,0.2647798,0
0.834170854,0.4656318,0.9655761,0.17539526,0.2842107,0.2719985,0.8452584,0.2808236,0.2201178,0.7455046,0.5845548,0.593619,0.5493928,0.6118292,0.9413714,1
0.311557789,0.2117354,0.4272036,0.5281822,0.7357225,0.280033,0.9409237,0.923651,0.357576,0.18283452,0.019614456,0.3337166,0.765513,0.09977714,0.3193052,0
0.577889447,0.9025673,0.5689533,0.5714798,0.9945963,0.6475371,0.7098531,0.9366116,0.12924156,0.3029798,0.6453356,0.4187568,0.8661198,0.927049,0.7035466,1
0.718592965,0.01440737,0.6548287,0.8030642,0.4318872,0.3825612,0.8057825,0.65585,0.748924,0.3977822,0.9698954,0.7845924,0.6661648,0.8141462,0.5784842,0
0.51758794,0.6947037,0.9036252,0.0691131,0.2144726,0.3190134,0.4875255,0.5259888,0.04534562,0.2249942,0.9034446,0.16136518,0.5931076,0.9890236,0.04358368,0
0.502512563,0.4882612,0.115009,0.18136832,0.8024817,0.4002225,0.5609034,0.9862364,0.6770142,0.7630448,0.3272012,0.6229432,0.4162572,0.6734092,0.3360996,0
0.185929648,0.8368625,0.4854078,0.609744,0.176691,0.0632594,0.1841471,0.3115578,0.2151584,0.1061251,0.2744752,0.7458026,0.8719572,0.5193236,0.2822574,0
0.407035176,0.53644688,0.192321697,0.520506169,0.150916219,0.368044527,0.299216581,0.994079317,0.458831902,0.202806175,0.179612653,0.449479598,0.523608235,0.512130841,0.005762126,0
0.452261307,0.219212456,0.747796551,0.994199795,0.216887377,0.9583335,0.510669851,0.896057972,0.518968472,0.781329537,0.514668756,0.31966725,0.17869482,0.931619002,0.059022487,0
0.587939698,0.458837452,0.807586916,0.026065768,0.455247049,0.680520392,0.282925368,0.174247984,0.609549551,0.179982969,0.529584769,0.216377653,0.442807705,0.004530755,0.639551157,0
0.59798995,0.025580903,0.275637698,0.234023403,0.309301543,0.63441445,0.470797036,0.794712334,0.778670146,0.75633872,0.127551205,0.763273741,0.27219673,0.8397219,0.668679693,0
0.809045226,0.744958609,0.977582905,0.445090565,0.583759011,0.904073845,0.019335811,0.620105366,0.596152845,0.403484902,0.152890757,0.007524864,0.489968637,0.751010745,0.857621904,0
0.251256281,0.767986176,0.535298411,0.852214105,0.666097199,0.158318448,0.894642527,0.056258028,0.84815391,0.58874916,0.341536703,0.161237398,0.469285833,0.406330894,0.9391284,0
0.391959799,0.98903995,0.408074342,0.755283076,0.804819252,0.271508828,0.972970178,0.435246659,0.431393635,0.707461304,0.046581231,0.223422627,0.931915088,0.529964618,0.013258854,0
0.522613065,0.17024158,0.12081822,0.493823462,0.422481101,0.260821348,0.195084513,0.46037596,0.05254784,0.301574084,0.385580006,0.343144995,0.66512511,0.690759634,0.681026156,0
0.698492462,0.847856184,0.166644732,0.632043112,0.022407199,0.161269056,0.704030524,0.155481201,0.833660532,0.135791741,0.997025531,0.384726919,0.196080451,0.107055213,0.413300118,0
0.145728643,0.225014298,0.00918276,0.51170213,0.144535232,0.577219119,0.860349191,0.350105807,0.047753471,0.061468604,0.605715723,0.111825064,0.694198962,0.224561424,0.942259549,0
0.638190955,0.677944238,0.067686159,0.950014139,0.8468782,0.770640125,0.243164983,0.744382668,0.424258979,0.38334909,0.552967101,0.855688415,0.845910281,0.283323672,0.908825447,0
0.125628141,0.19394741,0.294465586,0.363434452,0.221514347,0.330487508,0.783825713,0.037919811,0.259359187,0.14246956,0.104663441,0.045652959,0.689858903,0.339204137,0.606208873,0
0.959798995,0.518446958,0.589402252,0.987516435,0.745642365,0.552251569,0.793737817,0.303638218,0.586062599,0.169191255,0.118425903,0.296360205,0.327747197,0.320344058,0.361833126,1
0.859296482,0.991942013,0.133607166,0.774050506,0.041440851,0.178731661,0.189568185,0.241579315,0.468170248,0.091202685,0.986610698,0.397907658,0.642596074,0.593462301,0.897387588,0
0.688442211,0.48678003,0.240286025,0.506823187,0.188221141,0.243203351,0.109520745,0.804794532,0.940440179,0.497594072,0.135881776,0.236391985,0.855051323,0.820301701,0.926917812,0
0.180904523,0.897423218,0.83937761,0.574028886,0.614634998,0.232073783,0.647265994,0.589067974,0.614911079,0.249886909,0.599713558,0.435256127,0.110319478,0.503434032,0.383939297,0
0.56281407,0.503034736,0.780304092,0.253184597,0.507675706,0.055235577,0.259990929,0.097622435,0.881086606,0.899795363,0.76758702,0.075285154,0.125573728,0.761903447,0.788559429,0
0.507537688,0.393373807,0.321707521,0.241708396,0.475730216,0.970869261,0.322218424,0.912586814,0.491721547,0.542826466,0.562793065,0.831041443,0.984068312,0.186213727,0.619733317,1
0.015075377,0.303693702,0.704651785,0.645066972,0.075917729,0.66921216,0.61956337,0.313080568,0.101324492,0.874977149,0.323799965,0.171176638,0.703356774,0.317514298,0.499930897,1
0.924623116,0.420959132,0.395334829,0.83524113,0.83677751,0.670493491,0.529861372,0.669194449,0.565220092,0.327979534,0.643458878,0.72966967,0.075468481,0.794275068,0.954647008,0
0.64321608,0.385102755,0.564434008,0.715527319,0.33358129,0.897561141,0.686855062,0.964122558,0.006935229,0.880354546,0.745674798,0.9638641,0.289808708,0.888578896,0.809406573,1
0.552763819,0.046487811,0.456680005,0.602412834,0.442308661,0.821312961,0.307360712,0.673472209,0.200868701,0.337746484,0.264463497,0.6411422,0.182024737,0.659023736,0.832664497,1
0.467336683,0.261994131,0.890257918,0.695023896,0.949882553,0.358478059,0.654627687,0.296823642,0.547422709,0.084014733,0.248889819,0.03674149,0.031160614,0.15652707,0.240429348,0
0.72361809,0.641720736,0.995972189,0.738586543,0.130263179,0.395798368,0.627337968,0.905591498,0.829979418,0.718509139,0.688252998,0.702944835,0.479017484,0.706058516,0.144414449,0
0.281407035,0.419541342,0.492308967,0.169815282,0.236141495,0.301805463,0.350468267,0.788260845,0.298121055,0.732312039,0.85081832,0.052857823,0.822560323,0.573701119,0.586286203,0
0.547738693,0.870273904,0.822248808,0.001518377,0.409595114,0.208801784,0.072960539,0.126513707,0.358490024,0.183605302,0.504179045,0.505525314,0.390914902,0.279008793,0.425677125,0
0.090452261,0.496265512,0.983050874,0.340500128,0.574218028,0.620290003,0.592056781,0.602386984,0.403626338,0.345809827,0.815868334,0.026554633,0.743554036,0.397357417,0.741841873,0
0.371859296,0.156544459,0.28214416,0.943064408,0.631104057,0.108062994,0.064674001,0.873456753,0.555996224,0.073382596,0.008623865,0.879324505,0.761928263,0.358066008,0.864812803,0
0.75879397,0.631103034,0.304256135,0.53141687,0.992730805,0.563965716,0.239685771,0.545081895,0.477081818,0.964262146,0.36082089,0.018556708,0.365442059,0.299875296,0.220717645,0
0.306532663,0.661923201,0.233060155,0.320703642,0.11651315,0.91896704,0.34435643,0.7100754,0.288816154,0.012167445,0.487501718,0.627402873,0.940633699,0.423411331,0.889041208,1
0.984924623,0.786299649,0.595693536,0.082348939,0.67556752,0.217104345,0.21929023,0.502769685,0.905465312,0.504903341,0.05438612,0.18640237,0.33428505,0.728548595,0.486074921,0
0.070351759,0.569315064,0.158774516,0.808247583,0.971972076,0.319479765,0.720384064,0.658990958,0.41492911,0.21749039,0.935084256,0.489685227,0.923802761,0.21932684,0.770354022,0
0.874371859,0.652216744,0.932032455,0.402019667,0.254947776,0.693177478,0.313043607,0.106152371,0.818194569,0.04686181,0.571005196,0.944228443,0.630870305,0.063879708,0.876141311,1
0.537688442,0.03048049,0.881362268,0.427747662,0.098292116,0.968229752,0.749647781,0.51195216,0.924138467,0.670243824,0.359412707,0.127972114,0.734400664,0.784186022,0.527937392,1
0.768844221,0.832263138,0.521635079,0.483978037,0.557131989,0.444634861,0.055341929,0.181226804,0.720369316,0.802297736,0.926492758,0.536183973,0.063028098,0.012510058,0.391651668,0
0.216080402,0.882265106,0.712240771,0.296287827,0.011335381,0.81518518,0.957416822,0.82105532,0.220403063,0.57342119,0.750628356,0.891033657,0.269314719,0.302220186,0.0640557,0
0.824120603,0.815459887,0.674662551,0.91716008,0.787810827,0.531621624,0.000848642,0.779935772,0.802960128,0.414609979,0.370188369,0.664053656,0.866014233,0.416921014,0.078206594,0
0.376884422,0.310692879,0.755518165,0.213895516,0.622323846,0.700503514,0.09405902,0.598710993,0.071497879,0.996046226,0.849946437,0.903881327,0.790964785,0.660572888,0.182271274,1
0.155778894,0.054125335,0.090298511,0.156314086,0.87033687,0.471005506,0.379576969,0.610533631,0.243017439,0.110091918,0.497689986,0.109773546,0.903924682,0.972003917,0.721987108,0
0.050251256,0.722862952,0.207986067,0.122715365,0.326150774,0.88870112,0.393848138,0.737794235,0.263855377,0.742027369,0.977338438,0.133479597,0.308868491,0.644509551,0.200628061,0
0.653266332,0.121581038,0.844142419,0.194952698,0.35350446,0.227285813,0.156398829,0.928777175,0.959491142,0.661622637,0.019161458,0.378085736,0.454389829,0.48790566,0.967015972,0
0.201005025,0.446348111,0.476274171,0.268952667,0.244215636,0.927656734,0.762315056,0.089579973,0.994159929,0.855513141,0.085939459,0.685381247,0.600164947,0.146380621,0.177565654,0
0.487437186,0.574950135,0.103798077,0.309987402,0.342583807,0.54151355,0.452719941,0.840407123,0.868108994,0.190732732,0.774317663,0.28176823,0.910301182,0.732823413,0.793830082,0
0.105527638,0.755723777,0.913012228,0.845625856,0.757775415,0.451775499,0.087861555,0.331506901,0.366287038,0.648759445,0.618631506,0.939694653,0.770285864,0.161773624,0.534592423,1
0.969849246,0.914376147,0.642511383,0.869004004,0.687183692,0.133962865,0.773494998,0.026745883,0.789071518,0.267652533,0.208637573,0.714056484,0.723039194,0.688116052,0.652148999,0
0.788944724,0.115476593,0.052805347,0.548838313,0.163573432,0.839955821,0.042790777,0.753948765,0.279643429,0.226809001,0.438607637,0.809357533,0.783192103,0.924065923,0.02606642,0
0.834170854,0.70260151,0.859779837,0.961092567,0.900271955,0.489049366,0.98206663,0.70057961,0.335587326,0.427720031,0.391968957,0.865503716,0.136620481,0.045801237,0.087566132,1
0.939698492,0.402374204,0.4677883,0.68917526,0.270624282,0.597870124,0.607774652,0.408002521,0.57347629,0.825596802,0.300397298,0.300184337,0.205036634,0.2463122,0.973797767,0
0.005025126,0.4386853,0.960361825,0.824975082,0.382900579,0.043375008,0.827054392,0.226577405,0.917078917,0.910784159,0.941480541,0.355073872,0.582715358,0.969995644,0.513318023,0
0.32160804,0.68386209,0.018199669,0.654158275,0.793053527,0.081942933,0.836434299,0.523102114,0.896438209,0.528773423,0.149712704,0.46750625,0.007770258,0.179770071,0.137334121,0
0.43718593,0.942036174,0.927556434,0.413634929,0.828418107,0.856642888,0.758872095,0.231116149,0.191559656,0.514680343,0.710657758,0.065604611,0.029304082,0.454384449,0.752591974,0
0.788944724,0.737237889,0.182072932,0.012381935,0.523827605,0.198430706,0.710794123,0.114200995,0.379619727,0.396905261,0.704335313,0.730054239,0.169285129,0.61439104,0.766814902,0
0.859296482,0.718216699,0.269329772,0.617624264,0.535763445,0.874834113,0.878491776,0.940690052,0.068531918,0.289457484,0.867976277,0.797354667,0.881934454,0.841595203,0.32323173,1
0.497487437,0.558979139,0.626886017,0.099714552,0.891880358,0.841459641,0.367045946,0.281219872,0.160270108,0.614701363,0.189978713,0.987114578,0.217936469,0.20388377,0.160833147,1
0.020100503,0.598651185,0.031896071,0.036321608,0.546019198,0.092325279,0.557369091,0.936508204,0.028334393,0.005592315,0.218875447,0.476918394,0.352869085,0.473298875,0.032249135,0
0.773869347,0.623298576,0.044258276,0.7819815,0.058387489,0.616221715,0.225031581,0.212656405,0.235628688,0.816923126,0.671555399,0.086758557,0.893183646,0.745624252,0.104952158,0
0.613065327,0.777449833,0.691450023,0.373774609,0.002651921,0.423684583,0.534944957,0.456245793,0.874172517,0.271399869,0.168706286,0.787800291,0.25775199,0.377676602,0.115503037,0
0.346733668,0.959728025,0.487907159,0.382465147,0.812030679,0.648713198,0.634085333,0.638087341,0.214989405,0.941640361,0.737106944,0.990596188,0.51750777,0.804307393,0.559632143,1
0.974874372,0.230812908,0.867550351,0.872217578,0.650783225,0.348211521,0.662366133,0.360503261,0.034776593,0.450700643,0.28981722,0.777637586,0.973046091,0.232210321,0.816304944,1
0.884422111,0.466861191,0.367672938,0.474643728,0.983319987,0.182206076,0.462974273,0.818374867,0.682304934,0.124039056,0.7836754,0.818275357,0.151966561,0.913308267,0.505121824,0
0.140703518,0.866474379,0.545429258,0.567078454,0.708668966,0.715019316,0.170677346,0.851522836,0.139806507,0.443208688,0.805965874,0.841793893,0.387330092,0.958460902,0.54642594,1
0.095477387,0.604889905,0.447774269,0.053218322,0.363831939,0.067717552,0.886238457,0.686149969,0.179503135,0.253898459,0.225257362,0.247429753,0.818766247,0.981799933,0.307703953,0
0.673366834,0.805600783,0.252914437,0.108405615,0.779179651,0.145654526,0.691399336,0.478135687,0.656742099,0.104228926,0.45643342,0.529114505,0.040408709,0.115544628,0.199825127,0
0.904522613,0.251977329,0.370916579,0.727779019,0.280043818,0.025170254,0.497404995,0.566571273,0.503016074,0.602792143,0.194908604,0.885859237,0.318364168,0.537842209,0.443296921,0
0.914572864,0.908997121,0.571433709,0.702149475,0.93616582,0.250711821,0.906280978,0.130272226,0.446996174,0.721778455,0.876164116,0.362292583,0.051252679,0.024383294,0.292242367,0
0.311557789,0.068619455,0.147157648,0.147710564,0.737572348,0.862802477,0.266784383,0.535916261,0.536374121,0.980845407,0.547278829,0.577943766,0.753935557,0.441973327,0.04197809,0
0.733668342,0.136507537,0.212851533,0.664781722,0.371879666,0.51412739,0.481866805,0.989965738,0.14874494,0.842605224,0.952671658,0.201668444,0.612697103,0.368531425,0.73001575,0
0.51758794,0.54567835,0.389351912,0.175883068,0.718331256,0.932453342,0.203393676,0.37770458,0.988159735,0.950465141,0.471552527,0.653179335,0.403801368,0.875844785,0.575067228,0
0.743718593,0.976823733,0.425551933,0.89729817,0.26247516,0.609997633,0.843732125,0.484522694,0.965967456,0.833193971,0.022989115,0.912046422,0.544946291,0.943270803,0.693102668,0
0.165829146,0.289493189,0.174106568,0.075963168,0.397041845,0.798923816,0.409767241,0.769016098,0.091012832,0.908011567,0.661580699,0.752451227,0.566122008,0.819928983,0.288439235,1
0.899497487,0.296799078,0.02049862,0.765507799,0.465724499,0.783834858,0.739455806,0.648021985,0.484036623,0.774210359,0.037241159,0.407947799,0.659160393,0.075239319,0.478557825,0
0.195979899,0.005552922,0.723982758,0.134751962,0.852026258,0.124973051,0.816104174,0.410231313,0.318269621,0.231633651,0.720795402,0.557669214,0.089603988,0.850408265,0.335725746,0
0.708542714,0.699289838,0.761292886,0.287713711,0.914755577,0.768158525,0.548879777,0.863284153,0.158967772,0.374726424,0.464695083,0.517940856,0.148102018,0.777638655,0.840924903,1
0.628140704,0.824487176,0.735669261,0.110706069,0.95375886,0.722599495,0.136634342,0.55528641,0.389075235,0.977170679,0.586912913,0.635234626,0.558417566,0.603769797,0.095010153,0
0.83919598,0.932037096,0.651172695,0.908748376,0.293753058,0.80901143,0.414479391,0.068545868,0.082170268,0.636156749,0.630506386,0.583684845,0.59675663,0.435773708,0.355198443,1
0.386934673,0.610605775,0.795401234,0.551395795,0.124300384,0.03244067,0.587551688,0.426715803,0.733659635,0.862412912,0.295372029,0.953190341,0.018898684,0.034737981,0.597494133,0
0.939698492,0.790975816,0.51110911,0.59111574,0.034810937,0.650723649,0.674789743,0.837492219,0.324033104,0.318400082,0.333989387,0.976695614,0.092225348,0.49731137,0.645886777,1
0.713567839,0.088054895,0.878678126,0.208835591,0.415809024,0.375407957,0.5673704,0.449245257,0.756390079,0.530330858,0.828018896,0.547562281,0.627024584,0.055749738,0.828735528,0
0.472361809,0.924235035,0.947094088,0.316275713,0.087521118,0.492364724,0.334294669,0.578951875,0.394524902,0.432249205,0.692086582,0.091272744,0.673294213,0.630451209,0.315270458,0
0.236180905,0.357068107,0.816520447,0.743692281,0.516213281,0.380803404,0.940021108,0.393933868,0.013823099,0.765818591,0.963039078,0.260343479,0.412693135,0.543551604,0.15221412,1
0.040201005,0.378893273,0.355087685,0.976986052,0.595814917,0.754772519,0.386974351,0.147906585,0.706359179,0.625504606,0.831826923,0.199450733,0.436681642,0.622119804,0.460015172,0
0.070351759,0.209465338,0.432214632,0.931404307,0.889330734,0.987729238,0.804441973,0.014155176,0.625995633,0.293649501,0.257677858,0.453142944,0.500219748,0.862140395,0.252559584,1
0.668341709,0.248891802,0.087226298,0.924570969,0.690028776,0.293451294,0.421089972,0.041524135,0.856147713,0.058016806,0.655740695,0.670853324,0.807754867,0.122725308,0.622226837,0
0.24120603,0.520272126,0.63010173,0.278539255,0.31524152,0.949005463,0.928568554,0.256175133,0.520851977,0.684902957,0.233679421,0.251307571,0.291948929,0.679869622,0.982809032,1
0.989949749,0.014789602,0.339261636,0.450584742,0.643332525,0.115198883,0.918918982,0.95749745,0.691734976,0.551368909,0.796109225,0.922646486,0.833594577,0.251525864,0.233292312,0
0.266331658,0.47766392,0.779723236,0.431081166,0.194627852,0.529586419,0.119355329,0.274828768,0.795128942,0.591230906,0.319684975,0.616894153,0.221384934,0.997359726,0.912593353,0
0.336683417,0.180778033,0.311578612,0.049642981,0.17843086,0.434752228,0.93991948,0.691736489,0.710707916,0.032440838,0.275218952,0.568154753,0.876524113,0.583695367,0.272946475,0
0.055276382,0.331563135,0.609813246,0.181094795,0.963679137,0.508645976,0.276304143,0.326707806,0.64866911,0.690739629,0.907780152,0.590800665,0.960795176,0.712981648,0.269904838,0
0.814070352,0.143512593,0.907437583,0.793523389,0.489676039,0.734311606,0.960604107,0.206233787,0.977971721,0.929229235,0.067084321,0.427723669,0.428996655,0.345887228,0.404469502,1
0.35678392,0.348462037,0.227277619,0.467110732,0.431962551,0.410704898,0.509089682,0.49268463,0.679050988,0.483231255,0.915035326,0.744174264,0.343572507,0.19272443,0.566995373,0
0.447236181,0.109166262,0.61348256,0.674817025,0.100424468,0.321540991,0.120398679,0.973496872,0.304721951,0.566763059,0.416473462,0.609947183,0.101017574,0.890164048,0.713139086,0
0.422110553,0.96111849,0.118834829,0.358162613,0.921799212,0.747620137,0.572514268,0.345554641,0.661581431,0.652825353,0.072884959,0.272839492,0.536934723,0.468313351,0.215243528,0
0.27638191,0.854949435,0.684556517,0.887926598,0.862468704,0.016014799,0.032355329,0.00423151,0.127916564,0.352653085,0.407223094,0.419908805,0.718784441,0.262243536,0.120871544,0
0.110552764,0.160399855,0.955263338,0.589969907,0.729922133,0.007682734,0.023920703,0.16432723,0.345182086,0.4702857,0.536034919,0.320058335,0.999568108,0.550139573,0.670229838,0
0.412060302,0.361660087,0.077411758,0.819297872,0.065318153,0.286852103,0.855305117,0.880725559,0.117564489,0.152432489,0.897998221,0.493904556,0.376320893,0.086177801,0.458599137,0
0.221105528,0.070661386,0.555012492,0.063316993,0.605044988,0.589879043,0.433193397,0.264609968,0.760079244,0.02231015,0.42281978,0.145598387,0.576026899,0.095068794,0.434603723,0
0.577889447,0.589204144,0.509934645,0.227045251,0.568771606,0.408184426,0.1653488,0.070605551,0.637449527,0.932857057,0.887457896,0.335586689,0.498047839,0.387148043,0.349756491,0
0.296482412,0.320696675,0.660954099,0.392264201,0.201636913,0.992672195,0.999203071,0.385835229,0.188549649,0.794787821,0.446912189,0.691196551,0.236327115,0.134459094,0.707801114,1
0.592964824,0.09993008,0.344841027,0.33014789,0.766691802,0.466762511,0.14138276,0.725251315,0.937000561,0.360351711,0.622687138,0.157639192,0.246761901,0.907225771,0.99554867,0
0.180904523,0.278863959,0.410110669,0.622438203,0.499096956,0.078189499,0.442136257,0.194922078,0.747505435,0.46866862,0.094610756,0.825794698,0.950389821,0.56313022,0.379814875,0
0.914572864,0.3168884,0.9644154,0.4798514,0.2250906,0.04308124,0.2526984,0.4008578,0.629032,0.2794936,0.3502402,0.8358082,0.7149536,0.5624538,0.03128598,0
0.180904523,0.656076,0.1098114,0.3499742,0.2049364,0.3516635,0.131255,0.5764028,0.5081116,0.05337454,0.5404742,0.2616952,0.6590788,0.6385318,0.5067848,0
0.603015075,0.9067198,0.8609568,0.4950554,0.762548,0.505177,0.7176987,0.4351232,0.265329,0.7121636,0.647242,0.8057654,0.6614156,0.12447548,0.9872638,1
0.371859296,0.9638887,0.04705012,0.5326364,0.7668186,0.2075784,0.4144375,0.6636894,0.7864516,0.7475234,0.5349934,0.975915,0.6684908,0.14395014,0.4826556,0
0.271356784,0.3883244,0.8100555,0.2885202,0.01965214,0.6142801,0.6129123,0.269385,0.7569334,0.02237758,0.8049562,0.5316116,0.6370514,0.9713302,0.2621688,1
1,0.3710049,0.7118535,0.4832778,0.3971246,0.3495938,0.6987821,0.6070242,0.14317966,0.14252818,0.0398055,0.2976212,0.282842,0.2931216,0.8225716,1
0.105527638,0.3965895,0.1984251,0.6808174,0.3334506,0.07549717,0.6499707,0.8178466,0.8157484,0.2747468,0.3319394,0.2670228,0.43255,0.3057454,0.8093398,0
0.462311558,0.3377458,0.7914012,0.998714,0.6007487,0.3785687,0.658745,0.4751908,0.12562008,0.259154,0.05290576,0.0554391,0.5069684,0.2410668,0.17650024,0
0.035175879,0.08190629,0.8993662,0.3891658,0.2488094,0.73177,0.9138501,0.320284,0.501379,0.4456444,0.9609414,0.969559,0.595566,0.3127828,0.6533174,1
0.768844221,0.8175255,0.2914139,0.2215996,0.08113133,0.824617,0.04108754,0.8208502,0.8368136,0.19800038,0.8180886,0.6341934,0.5337062,0.2126096,0.07321636,0
0.592964824,0.4976315,0.8819659,0.6917606,0.5695135,0.02529617,0.1154882,0.6890244,0.3554364,0.803324,0.12459962,0.7632952,0.8776444,0.458997,0.7756596,0
0.552763819,0.2072536,0.8715331,0.9249606,0.03256792,0.1598526,0.1370028,0.4591594,0.3029856,0.5132422,0.9096768,0.02867688,0.2981556,0.531333,0.8496122,0
0.673366834,0.7595489,0.09354699,0.8635626,0.6147323,0.9353282,0.83147,0.6843018,0.3082106,0.9668106,0.8533232,0.12380686,0.02579634,0.9515958,0.6866138,0
0.72361809,0.5286834,0.7653579,0.3978218,0.6367807,0.06120722,0.2785979,0.34423,0.5785802,0.13686128,0.4438404,0.4862944,0.5806128,0.485367,0.8990692,0
0.889447236,0.3609467,0.9734748,0.4207056,0.6714613,0.6035904,0.2573479,0.828316,0.5923882,0.8863226,0.592663,0.7537346,0.8500664,0.07399718,0.2468506,1
0.472361809,0.8063416,0.423937,0.2904408,0.1700149,0.06590369,0.3532795,0.5015234,0.05697264,0.18896946,0.9331606,0.3604684,0.0205976,0.7239096,0.35897,0
0.386934673,0.8429425,0.891028,0.5483674,0.5171617,0.9916818,0.3175901,0.9555534,0.468975,0.226848,0.6734786,0.9847062,0.4935204,0.8040346,0.572069,1
0.804020101,0.8649924,0.6602971,0.9796692,0.3682692,0.6819983,0.268643,0.6013928,0.8427632,0.999179,0.7913524,0.3258958,0.7752518,0.04636448,0.5220188,0
0.648241206,0.9847523,0.4368394,0.724408,0.8517601,0.3242636,0.2996241,0.5744276,0.9727486,0.2350582,0.619139,0.4043794,0.216144,0.7772786,0.7479882,0
0.854271357,0.4666962,0.7494064,0.3844628,0.01337753,0.1691546,0.5453358,0.17511404,0.568353,0.4971704,0.04048672,0.2049626,0.9997574,0.838339,0.8893932,0
0.115577889,0.6008208,0.7511701,0.674097,0.1566727,0.03721034,0.523722,0.752316,0.3265654,0.8488674,0.766628,0.2171572,0.2473462,0.299267,0.4104232,0
0.075376884,0.7696398,0.08037882,0.251728,0.2989733,0.5937078,0.2926298,0.04467052,0.9943178,0.2947398,0.3011564,0.9603364,0.7098986,0.8588202,0.929602,0
0.693467337,0.8006637,0.541078,0.0529697,0.6156675,0.7957832,0.9777296,0.514075,0.9505772,0.3334552,0.12696926,0.9903118,0.2380378,0.207102,0.2945568,0
0.145728643,0.483167,0.31417,0.776585,0.7710028,0.8982589,0.4524655,0.5236018,0.7493496,0.8338196,0.002967714,0.9983522,0.18929256,0.6639184,0.499655,0
0.537688442,0.8239423,0.3788489,0.05576948,0.9295915,0.4356807,0.8214961,0.8610116,0.11330528,0.06325452,0.297301,0.4737222,0.04733306,0.585557,0.4210638,1
0.24120603,0.747783,0.7372489,0.02046142,0.7856629,0.5583276,0.4075969,0.7965038,0.04427588,0.321669,0.02781108,0.274297,0.25132,0.8190908,0.5412724,0
0.618090452,0.8486412,0.6842344,0.2049254,0.4241882,0.4434988,0.1237516,0.4409188,0.06173032,0.4576878,0.8088292,0.10768272,0.05119696,0.3782812,0.8903408,0
0.844221106,0.4451258,0.4640076,0.2760696,0.9629032,0.331876,0.173459,0.10981076,0.7839794,0.2141366,0.06708936,0.5776326,0.7648254,0.8823154,0.7005904,0
0.67839196,0.3579745,0.7290157,0.9387104,0.3231743,0.1244542,0.7847794,0.3607896,0.2428722,0.9297744,0.10946034,0.3673248,0.6155938,0.0999864,0.16392274,0
0.125628141,0.9975862,0.7854167,0.5184736,0.6313991,0.8577137,0.9263854,0.7624954,0.9179786,0.9024676,0.05658588,0.225,0.12033268,0.4258052,0.9942326,1
0.834170854,0.9265496,0.5757006,0.03149334,0.4886327,0.04599008,0.5314145,0.2814812,0.17680284,0.5890422,0.432563,0.17731338,0.07177732,0.2030998,0.9486076,0
0.638190955,0.2949376,0.9994052,0.3238912,0.9996569,0.2138144,0.6652089,0.7884666,0.276348,0.04111476,0.6065064,0.4770266,0.8146294,0.8702618,0.5656348,1
0.497487437,0.9150508,0.4570319,0.6058132,0.1463177,0.7367924,0.6794851,0.2295484,0.6720186,0.6311708,0.02401206,0.09589782,0.5120334,0.7544516,0.1599104,0
0.32160804,0.1757654,0.2424125,0.18089512,0.7537156,0.7043236,0.4940015,0.9316818,0.07014372,0.15799174,0.9291344,0.4332018,0.4261714,0.5691194,0.4774168,1
0.934673367,0.2867345,0.114499,0.17566776,0.1074849,0.480895,0.6055708,0.08389078,0.4621532,0.6768426,0.498836,0.5231826,0.15105746,0.4239122,0.7192816,0
0.457286432,0.2442718,0.9252803,0.3795614,0.4355076,0.2193868,0.372276,0.4609298,0.6195402,0.5901256,0.2626472,0.5931596,0.03470406,0.8227058,0.727266,0
0.994974874,0.6833252,0.61274,0.15861622,0.8804589,0.5869917,0.4616625,0.4951998,0.14819664,0.9772062,0.8719214,0.468855,0.9728276,0.4048294,0.6412154,0
0.366834171,0.2846905,0.9039747,0.9813724,0.7902112,0.9150867,0.6000512,0.6511104,0.9338922,0.5065892,0.5647394,0.8299388,0.3895498,0.7258202,0.5146754,1
0.864321608,0.07597659,0.2604247,0.7616452,0.138012,0.8869337,0.05486721,0.259067,0.7525648,0.7886074,0.4949628,0.16057254,0.485852,0.3469616,0.05380558,0
0.306532663,0.4709145,0.8774947,0.002981744,0.003897611,0.2425955,0.09713501,0.8733048,0.5705254,0.3360652,0.6615276,0.10203876,0.3174168,0.4693916,0.442873,0
0.251256281,0.6679413,0.2023778,0.1134901,0.2132525,0.6645474,0.1953475,0.270256,0.4458926,0.4113616,0.5014164,0.9135956,0.5191092,0.39118,0.7423958,0
