n_0,R_0,c,r,D,R_max,E_b,R_unc,E_h,v_b,E_m,v_d,E_move,z,K,n
0.452261307,0.162066973,0.548240459,0.665108445,0.023375969,0.713175568,0.726832891,0.85569209,0.409493055,0.812506818,0.766919444,0.218537324,0.694753283,0.061744895,0.537201082,293.9121756
0.673366834,0.192639818,0.974393081,0.521708957,0.588336603,0.938816344,0.728908972,0.046450846,0.33525057,0.644519831,0.389979123,0.052479156,0.207645239,0.31740733,0.553963299,0
0.587939698,0.756013228,0.480825624,0.963197447,0.994273987,0.159712728,0.429478149,0.232915325,0.024660046,0.815315463,0.209757488,0.405548283,0.373689523,0.152071939,0.723824855,1265.896208
0.698492462,0.155623444,0.996599354,0.665179079,0.691986639,0.986020436,0.870911727,0.57119773,0.391976985,0.338781213,0.56248999,0.135402611,0.646123631,0.660969686,0.716528041,531.4251497
0.834170854,0.12040154,0.885334139,0.747901963,0.081531197,0.315608673,0.147755887,0.168311591,0.063320956,0.770516203,0.728343642,0.790952691,0.022867628,0.147732147,0.721467993,0
0.32160804,0.28858089,0.493243677,0.559640841,0.685988024,0.581332279,0.129758603,0.237985351,0.124490475,0.851427922,0.566903858,0.566714735,0.796653587,0.594040854,0.623623479,444.50499
0.628140704,0.062041693,0.663470289,0.5829074,0.482549037,0.794678301,0.883181634,0.316655937,0.65230593,0.197512015,0.320394682,0.46289709,0.563876956,0.49389233,0.059263299,0
0.030150754,0.110733244,0.35572631,0.468421866,0.851033034,0.396754537,0.37646951,0.028965557,0.049321837,0.045804811,0.371106448,0.666882697,0.073017387,0.184101904,0.73219232,530.4051896
0.095477387,0.769538528,0.930563525,0.949591329,0.951680868,0.269653723,0.912799357,0.120601058,0.056195489,0.907916198,0.465657968,0.841894635,0.109037509,0.994326585,0.714650667,1083.622754
0.175879397,0.92641009,0.47957893,0.638613934,0.564247656,0.498128516,0.867941814,0.100628168,0.129409475,0.294488085,0.536631345,0.81484983,0.909418129,0.461978034,0.730164283,547.4770459
0.989949749,0.127839551,0.855866114,0.859354395,0.300559474,0.809514587,0.913392869,0.287097477,0.190438046,0.058862383,0.647192373,0.194255019,0.130265478,0.448947638,0.894699226,807.8083832
0.075376884,0.347832295,0.93546702,0.814593556,0.009709931,0.981529531,0.866735193,0.103223538,0.865621153,0.551181593,0.22132967,0.453955703,0.507389652,0.854697639,0.164794421,192.4690619
0.170854271,0.990604697,0.226690466,0.812239052,0.190220179,0.209244796,0.660315859,0.318563442,0.051693795,0.446559347,0.390272479,0.586458039,0.881074259,0.676884295,0.309535549,35.50499002
0.904522613,0.615278774,0.758205796,0.586026886,0.591882466,0.566013966,0.165017643,0.147845894,0.41764657,0.654752835,0.379715154,0.732924259,0.612754678,0.895427686,0.742598289,563.5269461
0.065326633,0.906323499,0.930985009,0.468807318,0.229072826,0.002580901,0.672385425,0.746110792,0.019594238,0.3348955,0.100587976,0.23627436,0.457449792,0.83021511,0.55046896,0
0.16080402,0.950531187,0.473976589,0.104868165,0.758745567,0.649505774,0.553112373,0.302687771,0.08883752,0.774476147,0.673004012,0.844877552,0.204174229,0.148998881,0.489960407,0
0.939698492,0.309389627,0.63695009,0.625871658,0.768329454,0.851913449,0.561817817,0.495957009,0.370220641,0.332303455,0.727002905,0.89232066,0.84455385,0.018084061,0.830988131,486.5608782
0.648241206,0.845633662,0.893636826,0.874441084,0.615735455,0.64499627,0.41423814,0.794613254,0.143644714,0.488959607,0.146687509,0.237893182,0.362144077,0.558740585,0.775539389,801.7724551
0.040201005,0.448569768,0.925204218,0.758927216,0.95995474,0.161681776,0.692120825,0.751363609,0.208677841,0.919210038,0.110022196,0.621939969,0.257233343,0.271694989,0.643719808,1024.061876
0.959798995,0.780894824,0.763357446,0.60727067,0.375904833,0.281938394,0.520298339,0.698624526,0.209267892,0.34739943,0.911508883,0.540423205,0.258220531,0.410434522,0.292689291,443.8542914
0.170854271,0.007588017,0.741371689,0.808759273,0.945813091,0.90191401,0.32046006,0.823595934,0.255605177,0.104242446,0.897180188,0.6921693,0.494436776,0.979814445,0.675566845,701.8063872
