n_0,R_0,c,r,D,R_max,E_b,R_unc,E_h,v_b,E_m,v_d,E_move,z,K,n
0.537688442,0.439600437,0.615876175,0.570674234,0.530008205,0.659544002,0.565899121,0.343463822,0.311279892,0.217957711,0.847234741,0.878827366,0.843561745,0.109849358,0.364448849,332.7365269
0.552763819,0.967486433,0.520018754,0.268854754,0.368454984,0.693715043,0.942886164,0.060762374,0.247360307,0.178532363,0.324106251,0.972999533,0.367769195,0.25663983,0.604307432,266.0718563
0.211055276,0.354275796,0.911013288,0.6398717,0.001094086,0.953730998,0.055246497,0.411904501,0.863395807,0.243164303,0.462003579,0.511004348,0.229677157,0.187228814,0.783066636,262.0319361
0.185929648,0.811012837,0.672690499,0.92642384,0.782360465,0.548203795,0.514613248,0.11839381,0.608952092,0.578984693,0.700558356,0.562135457,0.030966322,0.286571964,0.659308834,539.6686627
0.135678392,0.611301217,0.926262929,0.522276032,0.832881148,0.774483318,0.377896264,0.533140228,0.887289515,0.450982306,0.60408535,0.660596204,0.568782684,0.372133359,0.186974515,106.5968064
0.773869347,0.653460607,0.691277637,0.472007626,0.610379218,0.856161858,0.738837301,0.281078191,0.22528992,0.474107959,0.933920182,0.275725933,0.410874286,0.215574656,0.983128781,445.7884232
0.582914573,0.583182104,0.340038041,0.880874702,0.340933615,0.976448337,0.025638028,0.840661414,0.029263796,0.62373055,0.057714229,0.946150908,0.71668518,0.806362802,0.564624987,659.3532934
0.788944724,0.492196655,0.94875046,0.986109764,0.723210995,0.120330635,0.15636788,0.406899073,0.046802186,0.985810449,0.606734286,0.640808682,0.15479689,0.590856879,0.79489048,1977.996008
0.32160804,0.585525117,0.438410709,0.296803708,0.358380009,0.288904393,0.7468183,0.663927353,0.093622252,0.209348977,0.906308676,0.817391344,0.298332334,0.442754258,0.639628679,237.8522954
0.979899497,0.933386525,0.586922562,0.988331388,0.46248028,0.116259982,0.10524643,0.952049433,0.057182211,0.124910312,0.203479301,0.974608822,0.147011009,0.482535387,0.806792223,1950.714571
0.547738693,0.139458639,0.456897437,0.718437054,0.547127686,0.782584887,0.442096982,0.995160087,0.583249838,0.584659187,0.735184676,0.495162876,0.282649264,0.912784305,0.917966976,463.3612774
0.085427136,0.047479823,0.439651275,0.884339456,0.718862883,0.219761372,0.939715035,0.905318368,0.134583068,0.905408248,0.131444122,0.853643796,0.860130343,0.432580685,0.561389342,179.1497006
0.27638191,0.608367461,0.401752735,0.375283585,0.225898301,0.64814996,0.598381845,0.708199422,0.491163036,0.571024762,0.185589696,0.733202517,0.09668608,0.158168843,0.850465255,57.07784431
0.648241206,0.568072814,0.714370567,0.681284833,0.008088541,0.781758615,0.866029604,0.603365407,0.206896701,0.749581678,0.136555047,0.08620157,0.594370121,0.804713633,0.742065705,0.081836327
0.226130653,0.111422834,0.941426588,0.904825324,0.553038343,0.538621773,0.948671395,0.835329352,0.277209445,0.743825683,0.138640553,0.207095518,0.165391278,0.498824258,0.580929119,1008.864271
0.75879397,0.264531756,0.720930582,0.96328104,0.137934217,0.144683277,0.198919246,0.118619515,0.013490882,0.103731035,0.209961956,0.588776328,0.410880966,0.182284666,0.968056602,1738.96008
0.899497487,0.17738194,0.759108614,0.641035409,0.07065615,0.214256328,0.360792006,0.181388107,0.219697786,0.443444888,0.097119582,0.697258219,0.341596922,0.98704259,0.344949835,481.8502994
0.572864322,0.196026567,0.931099622,0.640687332,0.564298678,0.989121158,0.836739432,0.413892781,0.491517444,0.189820724,0.482058055,0.638142711,0.687141327,0.265241221,0.026538861,0
0.115577889,0.130855932,0.357192915,0.942839676,0.714805189,0.662342151,0.86314479,0.832795699,0.134184053,0.105203722,0.294968648,0.755758276,0.605908795,0.946835211,0.849274793,868.3632735
0.859296482,0.466782197,0.882091859,0.944485338,0.629070206,0.944530725,0.509688218,0.520348264,0.072675272,0.645792962,0.828362179,0.955076233,0.961277653,0.573598524,0.030042788,0
0.804020101,0.960692248,0.696804898,0.400390757,0.672552785,0.805808556,0.559993108,0.608190237,0.572658452,0.839947506,0.110001592,0.216589643,0.233084368,0.684745782,0.853875296,400.508982
0.783919598,0.294230239,0.879706565,0.853857857,0.764090884,0.69329661,0.53487764,0.046445387,0.400664252,0.633390806,0.967703519,0.554921084,0.103128141,0.288575655,0.722181167,601.5209581
0.713567839,0.123329453,0.808511081,0.457070899,0.317966755,0.532651152,0.287526688,0.326723385,0.386436678,0.229632694,0.11112653,0.183555166,0.022059344,0.120509724,0.934674957,0
0.567839196,0.477232835,0.974927884,0.729034665,0.99150287,0.928882804,0.8855317,0.377230725,0.640246643,0.526228948,0.392419495,0.589924139,0.232348236,0.241344924,0.462046759,560.2355289
0.954773869,0.189417495,0.942325855,0.798502736,0.901012914,0.25093435,0.200647462,0.280342267,0.204901367,0.258569085,0.707691537,0.851223981,0.18832059,0.245913463,0.923116751,1131.646707
0.015075377,0.751479478,0.384478018,0.414058081,0.920354829,0.659963875,0.708502521,0.5584613,0.023387431,0.928301951,0.310969101,0.521814703,0.223540837,0.735358257,0.568062828,489.5409182
0.27638191,0.335753724,0.937514135,0.963070989,0.759188292,0.452232177,0.908292264,0.059844644,0.376236128,0.827610675,0.291997122,0.556278718,0.82529219,0.044514759,0.989398597,1085.968064
0.738693467,0.506050406,0.779847851,0.692048496,0.449442894,0.69582759,0.644713219,0.533643433,0.384076153,0.234854491,0.837155483,0.817885604,0.780001403,0.187755074,0.092455135,0
0.231155779,0.102867014,0.888969195,0.139075085,0.508773726,0.366411198,0.263422445,0.983964896,0.125322032,0.273705145,0.6665813,0.523516403,0.431018347,0.27638312,0.736538993,0
0.929648241,0.995769397,0.809025445,0.81638579,0.702610561,0.81825917,0.122104229,0.864665588,0.223631197,0.930101991,0.448308324,0.876697982,0.580664768,0.292822511,0.903380613,951.1257485
0.618090452,0.310859959,0.512047945,0.316690407,0.751318318,0.78847674,0.466128611,0.296237926,0.238309916,0.484550162,0.678995698,0.880616686,0.319370741,0.675994153,0.589172698,265.3233533
0.778894472,0.750543714,0.894086017,0.745401283,0.498358784,0.393716041,0.314794655,0.402704568,0.431606242,0.57654243,0.23034549,0.621221773,0.806671306,0.297007878,0.90791174,818.748503
0.35678392,0.50288085,0.838899182,0.126064205,0.086303836,0.761508285,0.593417023,0.708744563,0.829401769,0.224673982,0.876036798,0.541931,0.576503952,0.650227204,0.42028145,74.69461078
0.261306533,0.220610589,0.675890001,0.622811157,0.100996376,0.525924924,0.509254252,0.833617402,0.231230323,0.402043263,0.639267826,0.356455873,0.151986583,0.615673176,0.537798949,424.6966068
0.386934673,0.117509251,0.946854458,0.298443104,0.860990696,0.257487878,0.188091631,0.638581833,0.183728649,0.429474826,0.293606467,0.652397645,0.763385066,0.420396903,0.54283061,398.6926148
0.829145729,0.469809529,0.618604463,0.481780347,0.62711081,0.362520297,0.665810562,0.03912415,0.177109448,0.772907857,0.727897708,0.624477665,0.739355818,0.674074181,0.759625668,432.6546906
0.914572864,0.621160224,0.53729956,0.34016549,0.79439135,0.677010035,0.911566605,0.505822568,0.247488521,0.448473724,0.378748875,0.442955589,0.355069881,0.219319335,0.173688965,219.4830339
0.989949749,0.315709643,0.644406128,0.956814301,0.641598489,0.488776154,0.576197694,0.022731686,0.305404503,0.739246139,0.728191803,0.476767341,0.619093189,0.135935064,0.809648193,721.3213573
0.673366834,0.017781724,0.338060995,0.417734145,0.86526515,0.937609407,0.799603511,0.602268816,0.619025317,0.688139303,0.116640445,0.816859437,0.920595503,0.99731305,0.810103426,79.95409182
0.809045226,0.659409916,0.891362716,0.392750059,0.570874841,0.787942096,0.392017632,0.416444357,0.276906567,0.329264996,0.894256845,0.898502723,0.950231145,0.028019456,0.343053944,275.3133733
0.180904523,0.057048463,0.617426433,0.705482639,0.849240213,0.80820524,0.543600796,0.354405213,0.625835864,0.321259251,0.667825047,0.360664052,0.82470843,0.901018597,0.925910339,489.239521
0.100502513,0.140321791,0.843637688,0.800819007,0.614327289,0.319328113,0.926945601,0.450171295,0.118407374,0.964678774,0.397265148,0.972268152,0.537741284,0.926773102,0.324888676,686.2135729
0.969849246,0.276277802,0.785092345,0.281838361,0.229510527,0.926331294,0.730920241,0.01012462,0.834447717,0.039752307,0.052962721,0.803270238,0.244058945,0.011296365,0.231796767,284.2714571
0.944723618,0.531654186,0.554864288,0.414299817,0.837296945,0.826280824,0.530898878,0.427374212,0.409281672,0.359397221,0.583875417,0.744310243,0.641832727,0.075919861,0.888129636,344.9141717
0.527638191,0.278859341,0.836397971,0.611354228,0.768935408,0.151919828,0.47057435,0.3582251,0.145951603,0.312967287,0.900661496,0.674197086,0.04210738,0.628521897,0.844402909,516.3652695
0.849246231,0.697094182,0.65659641,0.789179412,0.580490042,0.461386667,0.550727945,0.005676624,0.018942802,0.281985261,0.699619245,0.539407917,0.764764976,0.316743257,0.68575875,675.3772455
0.859296482,0.549069047,0.508558575,0.410217745,0.112709696,0.181273199,0.2676247,0.614069036,0.008194469,0.333427701,0.114749074,0.603953971,0.905706503,0.003102081,0.282635686,397.2994012
0.055276382,0.974335994,0.713404034,0.584685535,0.071075228,0.400493793,0.019899229,0.694220968,0.023181062,0.549992035,0.308642065,0.711003889,0.832177984,0.815622232,0.129784315,0
0.432160804,0.836257429,0.631963187,0.613529973,0.899977557,0.144173123,0.218372474,0.85905989,0.083945761,0.825685297,0.452907664,0.744732827,0.27957861,0.372538844,0.951276561,1147.427146
0.793969849,0.912684968,0.606265127,0.506022767,0.470393765,0.876492038,0.090493497,0.067207275,0.100516147,0.367429147,0.163352365,0.789566676,0.341644655,0.595158175,0.79470214,0
0.412060302,0.400328019,0.758891079,0.347429595,0.1352967,0.280433019,0.450568966,0.05152843,0.026806179,0.804318691,0.656156329,0.772165139,0.026021915,0.480112425,0.803379853,472.7984032
0.814070352,0.793854914,0.875209903,0.082500525,0.965831334,0.458449335,0.314697993,0.821853865,0.211033283,0.226434371,0.539033713,0.725261181,0.300162464,0.982375468,0.907658872,0
0.773869347,0.888407893,0.95613641,0.497596716,0.509219365,0.20206794,0.814064544,0.728450082,0.254775864,0.681627501,0.127015952,0.789500357,0.292821974,0.987011272,0.863738134,645.261477
0.557788945,0.486138641,0.672193982,0.045760133,0.004719783,0.793724206,0.702470465,0.939467269,0.916334046,0.380467394,0.923061147,0.574893114,0.341732063,0.761759728,0.559395716,0.221556886
0.376884422,0.643334467,0.69550988,0.560056395,0.200404377,0.680257806,0.090611109,0.217790204,0.164148194,0.613347561,0.62665635,0.855520551,0.8252823,0.943036824,0.902465525,631.8562874
0.030150754,0.302335686,0.49744922,0.631862347,0.488173211,0.341814966,0.342785282,0.169220912,0.301362004,0.995184793,0.270134264,0.763494075,0.587194177,0.377371867,0.782489711,27.1996008
0.743718593,0.536631897,0.324800136,0.87021979,0.323181941,0.91090367,0.4740757,0.827633508,0.497816705,0.267997955,0.165350911,0.601182563,0.388246801,0.882052213,0.449657588,275.1896208
0.798994975,0.156283822,0.868579676,0.554104042,0.49443199,0.685253546,0.077514663,0.019209238,0.215590126,0.72642021,0.8638929,0.750743371,0.860353017,0.051466447,0.020959137,0
0.738693467,0.188081742,0.549411303,0.446578294,0.363387639,0.702913938,0.687912238,0.914251369,0.221723808,0.416449905,0.336581539,0.110897096,0.129070185,0.68018271,0.652388089,0
0.271356784,0.072881862,0.883831939,0.666931309,0.764541567,0.77515113,0.884916824,0.222264874,0.31703094,0.32831203,0.994244001,0.072160104,0.258814055,0.192568141,0.827086241,0
0.497487437,0.187591354,0.809493204,0.731151901,0.353117136,0.184108293,0.358146372,0.448634848,0.082776303,0.728236534,0.863314938,0.314072058,0.438192391,0.656020058,0.438577346,851.8203593
0.180904523,0.042471842,0.529098877,0.190301612,0.318789058,0.664561979,0.367174615,0.693376958,0.076987027,0.405423203,0.846886121,0.610512201,0.564488724,0.468450133,0.860593745,0
0.628140704,0.219778918,0.633503799,0.549583562,0.213996342,0.641923637,0.411005114,0.37435866,0.804225782,0.231278984,0.369282325,0.92810583,0.113945132,0.203005805,0.640289982,0
0.698492462,0.042082768,0.861283935,0.96204289,0.314690965,0.20903378,0.184067927,0.003570406,0.162100332,0.836798418,0.88678526,0.70694922,0.043526731,0.071800959,0.894163225,1474.862275
0.527638191,0.857488948,0.918358136,0.74023229,0.614445301,0.646074232,0.78739197,0.288434605,0.156962594,0.816363068,0.678691802,0.299932546,0.182673875,0.012529537,0.693358588,701.2075848
0.125628141,0.61021716,0.600952601,0.215737993,0.425804677,0.977321975,0.971988599,0.730592305,0.184947257,0.244645373,0.949258034,0.532706688,0.282643896,0.019165864,0.379093934,191.3173653
0.698492462,0.278290004,0.527963636,0.504622473,0.281708321,0.398894055,0.77032638,0.847067285,0.338822169,0.826043837,0.328496093,0.692675193,0.568574681,0.251220169,0.931660233,420.7025948
0.698492462,0.042082768,0.861283935,0.96204289,0.314690965,0.20903378,0.184067927,0.003570406,0.162100332,0.836798418,0.88678526,0.70694922,0.043526731,0.071800959,0.894163225,1455.203593
0.788944724,0.949649282,0.819693247,0.98670028,0.906998926,0.72435899,0.237817569,0.557211872,0.052226977,0.304252792,0.067370519,0.958239866,0.035606527,0.79161578,0.759997887,1491.157685
0.984924623,0.849115828,0.626403288,0.333859003,0.623291878,0.301129822,0.246697959,0.763957613,0.152420295,0.220577274,0.132540338,0.823905287,0.330953975,0.085837141,0.764232176,510.1197605
0.728643216,0.313803597,0.594392575,0.772203818,0.282810442,0.184088539,0.255254904,0.905476779,0.019376782,0.613411091,0.698516135,0.386762154,0.775250138,0.340757036,0.482200266,1072.664671
0.125628141,0.13604841,0.590203889,0.396324567,0.68415147,0.745894832,0.789023797,0.821089826,0.177982841,0.652999486,0.485662379,0.168116845,0.838169703,0.100412253,0.645565047,347.3033932
0.351758794,0.421000354,0.697636554,0.454089776,0.272028746,0.191917699,0.813215344,0.252126498,0.00415118,0.917777003,0.16790881,0.122950065,0.230529177,0.884584836,0.646445719,0
0.743718593,0.472145448,0.731398832,0.668830408,0.493086616,0.516593258,0.057677183,0.432645595,0.248559334,0.507141326,0.065421924,0.832671503,0.530866924,0.938731258,0.661276731,780.249501
0.256281407,0.35315828,0.503446005,0.765028725,0.608613915,0.480276741,0.595741294,0.803734581,0.369364089,0.605193414,0.144781596,0.362520949,0.534211881,0.747542673,0.857953457,704.7345309
0.809045226,0.747994396,0.455250687,0.291918015,0.772036643,0.552361619,0.084345584,0.00190062,0.017457001,0.515674136,0.072010396,0.858954169,0.405468917,0.569214414,0.187711608,225.9520958
0.211055276,0.493608085,0.821412321,0.733572887,0.924330682,0.296409719,0.357393843,0.537052146,0.092083822,0.710795776,0.010420915,0.970816334,0.841651866,0.037541558,0.961732486,1722.02994
0.291457286,0.482124636,0.643382525,0.931951073,0.330306754,0.73535374,0.818943378,0.394341671,0.430934124,0.875533538,0.45736743,0.175087468,0.537775813,0.622789162,0.96078952,699.5788423
0.964824121,0.332756848,0.838413521,0.357295832,0.751467157,0.345286701,0.440148178,0.97858561,0.130663125,0.253399205,0.805978228,0.568405908,0.924183389,0.425040506,0.715330006,440.0299401
0.140703518,0.572182097,0.487577047,0.505816488,0.786683767,0.983486301,0.838917489,0.783218138,0.045742073,0.601175132,0.402566255,0.162261246,0.769078548,0.614464646,0.817510645,451.4770459
0.708542714,0.327203165,0.962340812,0.52218139,0.733179261,0.700783297,0.220335787,0.087447714,0.6799718,0.919813797,0.954851863,0.946348119,0.751730582,0.179021651,0.738062932,403.2734531
0.532663317,0.765367582,0.606593058,0.115309491,0.433905014,0.717929298,0.695188294,0.260511832,0.244662114,0.7863533,0.718852026,0.933101478,0.737110609,0.573195788,0.9036101,0
0.552763819,0.037964766,0.577774297,0.481312199,0.028981966,0.884059966,0.485718068,0.395047328,0.040584689,0.022090095,0.324288448,0.327127148,0.287208664,0.068390581,0.288589406,247.3532934
0.713567839,0.094621092,0.544914415,0.797677421,0.822330057,0.773172858,0.942664633,0.189085859,0.784783111,0.055405968,0.037124546,0.717508818,0.240473031,0.11177255,0.655221472,573.4870259
0.251256281,0.29428074,0.681963607,0.794651057,0.870151409,0.542157093,0.601215377,0.528047491,0.323144426,0.629611595,0.078085202,0.483725299,0.557750696,0.863272737,0.742517977,857.6007984
0.718592965,0.78425838,0.808132959,0.68015453,0.55016815,0.676087553,0.091996702,0.961634513,0.346578684,0.492013156,0.36291544,0.540859489,0.957499578,0.389902458,0.507160312,502.2035928
0.010050251,0.737669922,0.823580428,0.823340688,0.705900854,0.438158463,0.903845639,0.21802652,0.120919992,0.507502074,0.06961886,0.656228628,0.488482862,0.111302694,0.193131712,930.0878244
0.959798995,0.232409484,0.896515945,0.139925866,0.970286877,0.932573434,0.119892904,0.968141863,0.160047357,0.086619158,0.083101319,0.743779283,0.835266059,0.716803296,0.668226053,0
0.537688442,0.636218545,0.745820372,0.094460947,0.94090571,0.325131977,0.384220181,0.860592261,0.207033503,0.475336481,0.497469899,0.811386623,0.281750449,0.8420332,0.939843601,0
0.407035176,0.460417204,0.792858266,0.356626411,0.500774045,0.671992127,0.723908074,0.336788854,0.070465718,0.412864318,0.758014475,0.234139508,0.344673686,0.991180965,0.461327762,316.8423154
0.497487437,0.866924165,0.879084363,0.773439042,0.145244067,0.361392377,0.316912958,0.99293498,0.171467995,0.643741821,0.867750405,0.910814254,0.801694441,0.592935666,0.084593885,11.7744511
0.864321608,0.188092811,0.805044321,0.877871122,0.362907665,0.655097596,0.545226416,0.993861164,0.798109643,0.138108193,0.433747079,0.804150599,0.435448678,0.750497342,0.513665658,532.7205589
0.015075377,0.349879971,0.629174154,0.962029824,0.204220917,0.672017792,0.472754007,0.745912984,0.112820466,0.326715895,0.09427954,0.814535214,0.540199842,0.028118228,0.807377963,1069.071856
0.43718593,0.694246919,0.735254183,0.105571062,0.5769814,0.916725813,0.985731084,0.189752504,0.111802793,0.621753829,0.753686135,0.799572423,0.796000584,0.630387742,0.881331452,0
0.055276382,0.297342279,0.88575868,0.002835632,0.015409159,0.84607429,0.405669894,0.669545191,0.876388168,0.075656373,0.964267842,0.503152238,0.529880575,0.710924294,0.575716927,0
0.085427136,0.739492642,0.903836929,0.701140008,0.749596861,0.448495873,0.56652585,0.748155677,0.165127063,0.738256175,0.232237562,0.790289053,0.803237716,0.288295472,0.991093272,1087.197605
0.814070352,0.435389291,0.398842776,0.563003728,0.03231224,0.844108469,0.375651731,0.143404719,0.233834349,0.081424069,0.003868891,0.940199673,0.554196318,0.424404537,0.999363871,827.9500998
0.587939698,0.020432552,0.426736913,0.9923506,0.358641923,0.836491807,0.813131658,0.352258083,0.198986548,0.686963598,0.274908328,0.227752392,0.213985163,0.602477638,0.352334411,614.2894212
0.59798995,0.595632652,0.50064551,0.302231703,0.03258013,0.781840663,0.969615134,0.707069288,0.50976086,0.135530663,0.379225286,0.537682697,0.23095437,0.44004161,0.633990212,170.1596806
0.849246231,0.523292332,0.592072571,0.534906409,0.734133281,0.986265256,0.64047038,0.424636499,0.277954469,0.649221708,0.520856814,0.584805612,0.408739634,0.169727984,0.923001559,519.9181637
0.648241206,0.979950866,0.8755938,0.867701163,0.777682178,0.308740143,0.907272517,0.421367732,0.154121752,0.372318758,0.756022659,0.96494373,0.260200584,0.590234962,0.485781287,815.4031936
0.874371859,0.460434468,0.748521836,0.830776363,0.91395289,0.975095719,0.01297205,0.232052089,0.705320414,0.610268312,0.834386265,0.983076117,0.108405227,0.410190704,0.390137865,114.4870259
0.814070352,0.068309738,0.547813559,0.459477515,0.145999414,0.836025633,0.460519653,0.407188918,0.795996101,0.017922895,0.234119865,0.386916713,0.424480607,0.187744458,0.853905432,297.6267465
0.231155779,0.036267204,0.848123819,0.185445712,0.936938229,0.867679901,0.914287257,0.207959164,0.014226814,0.41643711,0.157044868,0.604531611,0.509915637,0.118901828,0.633082946,331.6686627
0.201005025,0.475721241,0.658044848,0.28568152,0.931867161,0.901901847,0.873488024,0.86711988,0.07934448,0.945700289,0.019726138,0.510655754,0.119933964,0.706019511,0.322936732,840.0598802
0.603015075,0.683721711,0.643357334,0.510074421,0.043350898,0.768760655,0.565179049,0.437876904,0.16614222,0.796163963,0.315538272,0.778082982,0.364783462,0.13887624,0.546213676,395.7784431
0.603015075,0.473252668,0.484260613,0.77322037,0.164231331,0.296515454,0.420205612,0.843832386,0.099490661,0.343702222,0.678189871,0.526618209,0.882238077,0.365159084,0.336708233,526.8403194
0.914572864,0.249441138,0.859268883,0.799087289,0.825794616,0.091157461,0.439861717,0.926105754,0.106833008,0.909185495,0.062837623,0.836508692,0.802033988,0.992752095,0.926625805,867.7844311
0.030150754,0.244043534,0.756013214,0.735099782,0.98902977,0.230272952,0.580948069,0.890442249,0.37021067,0.661558015,0.675549658,0.827445167,0.292853094,0.647835488,0.605660902,0
0.633165829,0.718808532,0.908735707,0.285152204,0.650996184,0.237458852,0.662642432,0.740059276,0.308546593,0.465766012,0.482042126,0.667928284,0.169211213,0.778830893,0.85063754,402.0359281
0.824120603,0.392425797,0.665858635,0.754358804,0.220794314,0.179937807,0.171005247,0.1810064,0.174968266,0.199101372,0.074182377,0.793395429,0.447677784,0.165143936,0.674961152,998.7105788
0.311557789,0.773857511,0.698446321,0.701111107,0.199776693,0.930488131,0.337635292,0.168120706,0.112008802,0.184957593,0.497947301,0.518370823,0.691513613,0.765175587,0.635317325,598.0918164
0.035175879,0.049483885,0.654055306,0.754615815,0.748702493,0.711231214,0.964990976,0.088417256,0.812330287,0.693309853,0.405542354,0.353742323,0.334917828,0.414509259,0.769700262,283.5968064
0.005025126,0.392471822,0.872866834,0.487197915,0.318170115,0.10830801,0.516050348,0.002217057,0.279710126,0.416806024,0.009877959,0.890479601,0.90430948,0.715170629,0.615581414,0
0.904522613,0.857526024,0.506176662,0.624092325,0.412071578,0.68908802,0.304427453,0.517062933,0.027892997,0.57238477,0.73475259,0.741329351,0.519490578,0.967937987,0.335278013,444.4231537
0.306532663,0.093564301,0.520742517,0.813635625,0.718521062,0.647780938,0.387524345,0.009296723,0.379850551,0.206537739,0.985037213,0.707359572,0.108042705,0.217431291,0.376306157,302.6327345
0.894472362,0.003636708,0.605563328,0.632253111,0.044827546,0.705082397,0.748100568,0.107846978,0.636534212,0.405903675,0.128391148,0.451454371,0.838366948,0.75643683,0.943719024,383.1816367
0.683417085,0.611855013,0.709691773,0.661810012,0.330736772,0.667695189,0.551025435,0.355619482,0.305936499,0.760345556,0.63743993,0.525948676,0.978666059,0.431932503,0.671538529,495.7145709
0.577889447,0.781172101,0.968038115,0.708785704,0.099697884,0.918389366,0.113390315,0.117041195,0.108981003,0.989605104,0.137005252,0.830078791,0.232783234,0.651732624,0.834692529,0
0.527638191,0.16297582,0.793503769,0.506183079,0.197970186,0.526505004,0.223216932,0.18202182,0.251783574,0.662968447,0.680777727,0.919324661,0.425665719,0.083971519,0.281769583,283.9660679
0.497487437,0.421333013,0.507596876,0.656614419,0.600543731,0.384741229,0.537681777,0.290874999,0.030605525,0.801685765,0.723118613,0.624171206,0.801433979,0.88435517,0.881638796,747.8782435
0.618090452,0.572052873,0.542898402,0.907606642,0.015285731,0.590129998,0.11228689,0.466100075,0.285925422,0.033719867,0.119930672,0.515668992,0.269168693,0.475550335,0.806581432,597.5189621
0.055276382,0.403976701,0.684189569,0.139421714,0.107132146,0.366457677,0.948712721,0.84765158,0.371773342,0.192048571,0.47667318,0.574184813,0.319687053,0.322758249,0.525125168,119.3992016
0.713567839,0.899084715,0.753768863,0.768001138,0.158874915,0.162760142,0.099195675,0.283048975,0.054483702,0.59281075,0.232471682,0.514541228,0.697113938,0.783357908,0.268663695,0
0.195979899,0.498471913,0.880883822,0.871079667,0.62294535,0.277306672,0.142399711,0.126049555,0.233111984,0.283436781,0.458125127,0.922495494,0.603664251,0.453599902,0.79863352,1060.497006
0.512562814,0.754381957,0.537361244,0.332490097,0.239047679,0.815335461,0.820016987,0.787295705,0.464447773,0.276924834,0.32626905,0.377288384,0.481157519,0.491090021,0.529286667,247.3073852
0.386934673,0.298147814,0.585429257,0.991330387,0.519143409,0.496834869,0.549670484,0.277299717,0.294100506,0.686646979,0.794460188,0.499105341,0.743056358,0.002912386,0.209411487,321.9241517
0.27638191,0.804954427,0.71275223,0.430878881,0.003513701,0.290944631,0.468893218,0.810345268,0.105033072,0.289584991,0.08382916,0.883645895,0.974634357,0.692459088,0.588571482,301.3273453
0.829145729,0.766717412,0.692967227,0.216973006,0.5717247,0.986816188,0.107500128,0.969967155,0.034589217,0.19499105,0.002036082,0.810095419,0.685278417,0.732624666,0.861531091,455.9620758
0.055276382,0.941214531,0.948933154,0.750396145,0.68453061,0.817575902,0.556827542,0.287766394,0.806805018,0.556699792,0.376047914,0.425224615,0.99819413,0.784317401,0.854556594,629.3552894
0.653266332,0.16609879,0.818693767,0.814054462,0.598257396,0.739107714,0.332388588,0.679354117,0.199010859,0.731910436,0.808880937,0.66712464,0.710340383,0.173566542,0.838577977,792.9101796
0.658291457,0.90611326,0.528958701,0.526152311,0.327060465,0.998849879,0.043945122,0.444088593,0.39765815,0.89535503,0.000348104,0.618454451,0.157112593,0.527782812,0.495646282,405.3293413
0.286432161,0.377796829,0.242816466,0.669061418,0.6043658,0.728218073,0.719316123,0.943728449,0.189204192,0.589174016,0.281921993,0.942587891,0.77315443,0.455461188,0.896537635,507.6766467
0.944723618,0.086767012,0.855080003,0.847502567,0.963316339,0.502595783,0.081977323,0.484634081,0.064704413,0.89422958,0.844896126,0.975820969,0.210381385,0.473898079,0.909050997,1241.612774
0.417085427,0.662275193,0.941863634,0.633204631,0.051068786,0.739820655,0.350475445,0.644653955,0.094292297,0.031316003,0.263694739,0.538156918,0.775566385,0.806452255,0.507690153,562.99002
0.381909548,0.499106906,0.839887558,0.415754685,0.924579838,0.970838169,0.630234064,0.589452071,0.776895097,0.274085173,0.483115447,0.661224298,0.572973972,0.175983149,0.139132352,0.099800399
0.417085427,0.250842566,0.913154088,0.349965685,0.690577441,0.370173982,0.82528302,0.782774779,0.131203655,0.219249301,0.828066731,0.451778066,0.410434297,0.896917898,0.189294327,303.2255489
0.638190955,0.676305554,0.929060724,0.930401508,0.886037833,0.047497564,0.992706295,0.309050706,0.126373181,0.869611089,0.708695525,0.850342554,0.062407646,0.691335397,0.595481199,0
0.256281407,0.143032101,0.779125262,0.785466425,0.189617509,0.470493686,0.93716005,0.427286928,0.247944836,0.249305246,0.263429678,0.024346616,0.149051171,0.974796608,0.810797445,0
0.346733668,0.068815815,0.970952936,0.750141362,0.94624632,0.573584292,0.996325123,0.72141293,0.574891819,0.71464621,0.923178674,0.680757584,0.044363263,0.92028142,0.111457778,34.76646707
0.070351759,0.754818064,0.647272777,0.249695139,0.494070529,0.86152279,0.314971295,0.021792722,0.536637481,0.664367073,0.021570311,0.701075388,0.619400436,0.066768415,0.981214047,444.5429142
0.929648241,0.296844943,0.897999883,0.51067592,0.93933945,0.773209401,0.147451498,0.311098215,0.836839777,0.977225243,0.581806629,0.662095945,0.46925222,0.61532598,0.449399841,299.3652695
0.311557789,0.52765527,0.461097848,0.280185093,0.118234937,0.717444207,0.446845687,0.546383294,0.644550109,0.583723401,0.196419646,0.809913597,0.30906754,0.323757262,0.648981161,0
0.246231156,0.452648122,0.712457908,0.350591542,0.82804431,0.497880569,0.953842488,0.275133356,0.364582049,0.458994741,0.036420763,0.559244775,0.124861524,0.548974766,0.610590862,706.4211577
0.306532663,0.153884472,0.846998992,0.761632595,0.810465429,0.450057127,0.636143889,0.520119371,0.054985255,0.476767545,0.773716703,0.893996438,0.267249195,0.002084796,0.194826768,592.5269461
0.281407035,0.405347925,0.581002317,0.896387267,0.661840938,0.141615552,0.510652777,0.317712107,0.105763859,0.997263841,0.113208936,0.461458961,0.650819733,0.080698512,0.397552487,1029.846307
