n_0,R_0,c,r,D,R_max,E_b,R_unc,E_h,v_b,E_m,v_d,E_move,z,K,n
0.819095477,0.334379065,0.396061758,0.903161169,0.155578545,0.753719068,0.938410548,0.128699372,0.969425396,0.952082654,0.85956044,0.953745082,0.552488282,0.113484422,0.222139644,0
0.065326633,0.510615975,0.001661858,0.111859564,0.250878383,0.081851623,0.205927821,0.839101937,0.556005253,0.533457081,0.511900337,0.046925322,0.316572432,0.476467728,0.149650326,0
0.442211055,0.396740989,0.558542134,0.926991927,0.739299097,0.585881978,0.349913481,0.470867801,0.930082973,0.386149721,0.074770142,0.239781211,0.068970971,0.18399051,0.020514944,0
0.708542714,0.832694005,0.416137796,0.122419717,0.599145998,0.625017771,0.893009144,0.632817631,0.909208357,0.252140485,0.081533908,0.589465658,0.531150728,0.69431446,0.87944968,0
0.155778894,0.679346768,0.120036239,0.579795335,0.005611711,0.558248654,0.586668481,0.869504183,0.418788344,0.274715117,0.111504741,0.392549845,0.76906686,0.870345376,0.959574377,0
0.623115578,0.455885997,0.976686052,0.214706466,0.476428009,0.010879948,0.071382968,0.816377717,0.578666987,0.71461091,0.756631086,0.54062593,0.233107658,0.058257037,0.612363452,0
0.743718593,0.524891633,0.1868251,0.201749777,0.237019637,0.825170801,0.710086904,0.532431345,0.972748205,0.642937078,0.924043284,0.982437552,0.367332413,0.778647677,0.177010641,0
0.834170854,0.005639976,0.469200788,0.941565521,0.828259081,0.378565514,0.248857948,0.204703994,0.202736621,0.749701444,0.793385265,0.110500204,0.109557633,0.574868171,0.810718454,0
0.150753769,0.188239189,0.04265334,0.510196598,0.387019905,0.40796976,0.141444203,0.627733523,0.597556709,0.837953074,0.392998998,0.418412081,0.488642099,0.812074206,0.512694538,0
0.030150754,0.259149446,0.375324271,0.503709996,0.659535892,0.899235539,0.408058153,0.87370137,0.142530419,0.498054006,0.678825431,0.530195107,0.632487047,0.049640755,0.520599799,462
0.989949749,0.60251455,0.132067025,0.251596073,0.097614534,0.220918219,0.11821115,0.300753424,0.44751849,0.176450535,0.34479639,0.170899113,0.876496766,0.101011486,0.237033225,0
0.412060302,0.406374391,0.513056636,0.361612639,0.912766427,0.200011086,0.785322693,0.224072584,0.453526331,0.443354395,0.19770017,0.797592153,0.578640773,0.713542132,0.746658003,0
0.854271357,0.36971974,0.351773091,0.959050725,0.721553507,0.118854487,0.092953897,0.003626552,0.887033604,0.587101359,0.802052488,0.285769607,0.689616292,0.21292239,0.365465075,0
0.879396985,0.759385425,0.220790082,0.402273013,0.160342539,0.987543471,0.328514021,0.901425592,0.853670822,0.063401219,0.21089014,0.931723071,0.720091349,0.250947816,0.431588115,0
0.738693467,0.439034515,0.284000797,0.778316896,0.83559783,0.034042913,0.818298778,0.214947097,0.607272856,0.238462116,0.16534346,0.609936766,0.947304638,0.506332389,0.488391301,0
0.949748744,0.812330892,0.772273079,0.085258949,0.785353942,0.902103497,0.470777067,0.156648854,0.845086188,0.557269052,0.860347499,0.429267342,0.133238196,0.513920786,0.206692019,31
0.075376884,0.967574392,0.743559683,0.399802668,0.5883889,0.190614012,0.1540888,0.787996151,0.064769192,0.904918582,0.911101054,0.229212455,0.862682798,0.647773604,0.938500551,0
0.291457286,0.958453146,0.451991939,0.344251358,0.701837156,0.866383056,0.822475349,0.85755841,0.817371109,0.098338615,0.461400081,0.357225993,0.452006622,0.026442994,0.030406708,0
0.804020101,0.92080111,0.680790874,0.628058694,0.755261165,0.249837169,0.923991977,0.438341694,0.120756872,0.017909231,0.498879496,0.138738464,0.3745136,0.424957758,0.69458975,748
0.030150754,0.215701215,0.237342597,0.514159521,0.695460417,0.314209374,0.620651391,0.138688329,0.394191103,0.171588924,0.444884481,0.110942127,0.080179359,0.722287892,0.90094553,0
0.964824121,0.019691954,0.811988217,0.541603011,0.293982054,0.97734681,0.737786344,0.834124008,0.543327749,0.424402704,0.249720128,0.969949939,0.312649259,0.788546577,0.471322575,483
0.32160804,0.826254326,0.92452013,0.358720782,0.004533593,0.734928543,0.415933362,0.903024348,0.786770386,0.578704967,0.405994968,0.088829263,0.260397955,0.224946262,0.23172296,0
0.180904523,0.81073406,0.653759446,0.746331474,0.314805809,0.194725525,0.755332497,0.6130786,0.755539656,0.851830962,0.634738701,0.990416218,0.634031504,0.444142802,0.878884793,0
0.40201005,0.744807693,0.217879734,0.235734186,0.211252329,0.015935274,0.216776506,0.344114262,0.466551184,0.22166183,0.524923379,0.337044222,0.959588216,0.932702609,0.465863995,0
0.668341709,0.64949575,0.873636888,0.879849921,0.544552348,0.760085059,0.036316026,0.742558418,0.622131562,0.872254665,0.558999793,0.557292717,0.21467825,0.057155113,0.200589516,0
0.306532663,0.568017288,0.118421297,0.634046655,0.736146129,0.384493065,0.611673977,0.419420235,0.523784666,0.50484569,0.912858597,0.615054181,0.27766562,0.947536795,0.320727746,0
0.271356784,0.675471241,0.994868786,0.033293734,0.24814263,0.443045798,0.563121883,0.013495156,0.932025003,0.402858988,0.597792459,0.179193718,0.897108612,0.805357396,0.920833976,0
0.507537688,0.226344531,0.675944374,0.620431383,0.162550031,0.464985667,0.238086043,0.738338291,0.602246254,0.869240044,0.501148662,0.261442611,0.228373064,0.012967344,0.346623226,0
0.773869347,0.420596552,0.496265597,0.398231934,0.922165749,0.582968312,0.66033751,0.71336057,0.194305268,0.260004058,0.519907815,0.138103858,0.939093289,0.601459827,0.895391192,29
0.728643216,0.067948825,0.544115185,0.721005655,0.13762289,0.505208123,0.224856655,0.995016551,0.717859007,0.758063916,0.218221167,0.658596903,0.833897583,0.437988634,0.177369918,0
0.854271357,0.877812389,0.620481969,0.24475957,0.876954492,0.425630738,0.066720194,0.752151164,0.149481845,0.657951632,0.017851875,0.431519316,0.947600591,0.558153504,0.137603528,0
0.236180905,0.601093757,0.753626973,0.438268588,0.641958889,0.396765135,0.074532813,0.866965675,0.233383595,0.378616785,0.75198505,0.489674084,0.550693874,0.663469228,0.511951401,0
0.341708543,0.161298382,0.289847095,0.275763693,0.617833283,0.529555155,0.572911071,0.185439126,0.027411724,0.100145195,0.795946582,0.864734401,0.712491712,0.898526653,0.82629439,77
0.909547739,0.073737298,0.615899713,0.499056205,0.22037837,0.778346127,0.282172208,0.176772865,0.72875102,0.033520627,0.10602359,0.252961009,0.9223197,0.625410783,0.534439996,0
0.130653266,0.141589939,0.175000897,0.934695265,0.010473919,0.625278764,0.640979207,0.483216272,0.32319721,0.296872001,0.890300659,0.853005027,0.994193361,0.953745852,0.716597794,0
0.331658291,0.335933745,0.712766474,0.832265706,0.992809148,0.630788352,0.557115433,0.197673896,0.096863462,0.981133935,0.327642198,0.234466157,0.901660838,0.458859067,0.851606704,678
0.618090452,0.502024275,0.779814179,0.649950661,0.843094898,0.858038493,0.329352256,0.691061607,0.659030029,0.079960553,0.583525034,0.720408326,0.706784952,0.406894974,0.15622575,63
0.889447236,0.985704179,0.331251559,0.520222627,0.106042499,0.957524165,0.86764332,0.409776328,0.816128758,0.145844923,0.578286042,0.772614235,0.230846812,0.916833751,0.589613824,0
0.145728643,0.370345424,0.849648128,0.951251096,0.975113407,0.320697163,0.792853192,0.899857935,0.745902113,0.887313509,0.395057168,0.700369853,0.385719056,0.754781064,0.546451997,0
0.396984925,0.861435095,0.803805594,0.289518194,0.471046281,0.817444944,0.982832426,0.970016024,0.43966616,0.809658155,0.074586163,0.515907062,0.641143648,0.060479153,0.047295411,0
0.291457286,0.117107398,0.305304887,0.856025574,0.234994192,0.651657053,0.951265156,0.370978969,0.070046813,0.720868725,0.603356045,0.880103321,0.337581794,0.969031971,0.73428935,780
0.567839196,0.081818888,0.198252382,0.999107362,0.365347815,0.992008893,0.118247797,0.203006105,0.891536552,0.362063323,0.806499672,0.697717396,0.812421821,0.854083781,0.481886746,0
0.366834171,0.267112422,0.970683279,0.975360466,0.287775831,0.704403101,0.355760012,0.790101651,0.61932833,0.003581945,0.271923917,0.560563174,0.416728425,0.833703416,0.812729271,1577
0.070351759,0.369264473,0.980134547,0.077261609,0.63702632,0.080022409,0.819160051,0.296283111,0.889516289,0.996763315,0.909240118,0.828860203,0.478362447,0.191299964,0.699495948,0
0.924623116,0.795852778,0.420771436,0.778572722,0.897758324,0.431492398,0.374346406,0.883811793,0.380024812,0.350955319,0.059649846,0.292911698,0.492950814,0.520620138,0.034454372,0
0.67839196,0.343903476,0.661850285,0.320146212,0.6796101,0.491227375,0.7884853,0.237696657,0.955803022,0.90628285,0.865508015,0.984679942,0.681738364,0.673114618,0.618597052,0
0.804020101,0.737525999,0.243296931,0.255444824,0.43512274,0.042552655,0.492188531,0.087270453,0.415016326,0.418639928,0.004316914,0.450102756,0.840203384,0.372774466,0.945410182,0
0.64321608,0.688184916,0.059430338,0.453816545,0.499730429,0.099288418,0.108780622,0.523594899,0.123758834,0.544342486,0.823738854,0.141435261,0.592253598,0.139973971,0.574964486,0
0.934673367,0.767768918,0.832521544,0.619655194,0.652858732,0.135668515,0.254038587,0.926675455,0.189398293,0.323551807,0.030740836,0.384831653,0.35070564,0.46700677,0.413118586,0
0.497487437,0.009545197,0.163442188,0.307535661,0.02859705,0.933193134,0.962046228,0.259191683,0.981597154,0.590884166,0.679571441,0.048546859,0.650347421,0.976884986,0.78667494,0
0.472361809,0.890747763,0.796913441,0.193925725,0.347587839,0.403967731,0.193821508,0.210759052,0.175412723,0.344243657,0.886264343,0.798957376,0.690743134,0.303901926,0.955262698,0
0.155778894,0.694918766,0.940631797,0.4049511,0.827153599,0.787304742,0.854044698,0.938322912,0.734010948,0.707544999,0.77538453,0.092141336,0.574868002,0.281479747,0.866037185,0
0.698492462,0.559071688,0.86615914,0.986201789,0.954567283,0.865412408,0.313542201,0.227300025,0.448823698,0.604645166,0.436443551,0.606437833,0.122960454,0.208931542,0.748984605,447
0.226130653,0.977218335,0.533192409,0.94727273,0.269029536,0.752177079,0.971348814,0.073976196,0.820946335,0.716709574,0.082175961,0.156692526,0.486030142,0.364898307,0.645645886,0
0.447236181,0.939114972,0.273053113,0.376786568,0.097550796,0.611041841,0.679854019,0.00096443,0.55163223,0.662795283,0.743929576,0.2417694,0.827510992,0.496072083,0.602818317,0
0.849246231,0.536853774,0.950686939,0.12479754,0.903248086,0.150401471,0.82271453,0.53514496,0.291777299,0.245036709,0.473070317,0.955614336,0.538174081,0.290655757,0.431602672,0
0.688442211,0.752454271,0.510304719,0.081925759,0.916514564,0.353427903,0.132694503,0.786268185,0.921698186,0.089304522,0.687762995,0.62166628,0.281517065,0.860132871,0.217852366,0
0.879396985,0.392734704,0.728361446,0.922967396,0.350188349,0.454098162,0.898780786,0.023651865,0.261483771,0.625703278,0.692985249,0.930398407,0.307405229,0.990660142,0.837430063,511
0.572864322,0.436904494,0.123084474,0.29894418,0.337500475,0.238048327,0.474530751,0.628114564,0.304958539,0.749769041,0.040001114,0.00354859,0.436967303,0.657632751,0.013163595,0
0.979899497,0.386128765,0.646404078,0.045600014,0.79803638,0.747030682,0.30683716,0.495535424,0.840992156,0.518724514,0.969632925,0.537740222,0.07114708,0.31753643,0.401914816,0
0.48241206,0.598344882,0.70571066,0.141539179,0.580432481,0.295447929,0.88639755,0.956528018,0.333097026,0.394651956,0.8782238,0.415424919,0.784456892,0.392057491,0.355742744,0
0.59798995,0.296489223,0.503135093,0.027166733,0.177092511,0.287511763,0.745723836,0.565142388,0.132618984,0.19991956,0.122701529,0.923684593,0.469893578,0.57548799,0.369148407,0
0.824120603,0.450117982,0.399690285,0.095887935,0.949685712,0.823537635,0.511154517,0.666003967,0.428960636,0.465607806,0.811962078,0.647003035,0.503942437,0.903686156,0.26601994,0
0.351758794,0.580964118,0.466003994,0.210887919,0.407158549,0.20950654,0.338837509,0.477511914,0.514806347,0.451071914,0.362793544,0.758484012,0.962148327,0.384147748,0.626783996,0
0.371859296,0.993357121,0.910914329,0.8062233,0.594360228,0.160651785,0.53350945,0.439959722,0.069393101,0.82489005,0.546555953,0.124837664,0.608158165,0.597101592,0.16297612,0
0.703517588,0.240259077,0.905963293,0.348602775,0.667124336,0.038947563,0.722989096,0.596484596,0.864093335,0.94933761,0.354624907,0.165293346,0.091681999,0.565645261,0.12583657,0
0.175879397,0.487783192,0.143070722,0.106154438,0.807728369,0.27657368,0.385619627,0.608445809,0.479579948,0.837692072,0.193908973,0.310594966,0.141079454,0.692650504,0.09513896,0
0.381909548,0.022941848,0.93058096,0.733770954,0.830184658,0.144168869,0.520168827,0.960588087,0.702769222,0.161422408,0.762678124,0.365273235,0.526244286,0.251481777,0.243221728,0
0.266331658,0.033439353,0.028972817,0.701898466,0.485774437,0.477042207,0.905094688,0.11103524,0.117345664,0.18958635,0.61583382,0.874986104,0.250366579,0.335813145,0.508217408,0
0.819095477,0.234873439,0.636587319,0.531489548,0.396564342,0.985590396,0.048746762,0.096083909,0.257070334,0.121736067,0.062292262,0.346231817,0.569961286,0.092620324,0.639876721,396
0.603015075,0.048719718,0.857422988,0.827123693,0.374523487,0.02576868,0.992689973,0.654200288,0.20870919,0.386386883,0.940243892,0.541958851,0.734638071,0.478255139,0.196123202,0
0.738693467,0.572761045,0.598094127,0.689105358,0.204389077,0.898764618,0.875079384,0.15238003,0.97421585,0.737771803,0.859270069,0.051694728,0.675783788,0.00053881,0.067518901,0
0.51758794,0.124654098,0.323095546,0.17851387,0.329506895,0.251449361,0.775896036,0.063027335,0.28420488,0.688239714,0.029658789,0.739718222,0.034902508,0.884217574,0.976437335,0
0.522613065,0.771807064,0.1058162,0.166877795,0.884923817,0.948382082,0.080630162,0.162919534,0.902665555,0.954371654,0.178166183,0.469598616,0.055888763,0.277765375,0.701583175,0
0.939698492,0.956318071,0.434982955,0.119788915,0.814141946,0.542437791,0.46755958,0.265460281,0.156782358,0.04821009,0.286700754,0.103997253,0.775462804,0.230499137,0.750228228,0
0.653266332,0.785521989,0.034309649,0.75442318,0.756767486,0.120179858,0.052827993,0.822957124,0.77311621,0.11824871,0.224816805,0.849828148,0.20274769,0.427993073,0.684244166,0
0.040201005,0.447076959,0.075150546,0.188529557,0.727726888,0.246114395,0.942336075,0.946092241,0.796246939,0.914528172,0.991385679,0.446212475,0.133376512,0.419944399,0.459951372,0
0.125628141,0.321979225,0.013527709,0.655312712,0.576214765,0.107927663,0.807405646,0.576154045,0.109573676,0.488070016,0.095116794,0.222519034,0.915086029,0.702626416,0.996583717,0
0.909547739,0.847717472,0.403922952,0.967865078,0.451193377,0.79259386,0.601689367,0.982867421,0.4837014,0.976355612,0.843737535,0.901288032,0.377404234,0.922364256,0.119073593,0
0.24120603,0.472333064,0.764584605,0.665025341,0.303059425,0.511108089,0.344453373,0.033708029,0.216679437,0.096481869,0.143706708,0.780298863,0.805759287,0.186246892,0.181646166,492
0.75879397,0.281424676,0.090089341,0.716546485,0.717337008,0.69412857,0.365808081,0.280908162,0.085465164,0.96287138,0.136715031,0.839046686,0.664253386,0.34013546,0.883850161,495
0.16080402,0.171027533,0.892737593,0.068480826,0.563056298,0.300188773,0.168320275,0.381583573,0.631710063,0.558803821,0.419231893,0.214536332,0.025683532,0.54613031,0.398866379,0
0.718592965,0.663881282,0.046904221,0.480699467,0.07105318,0.603638157,0.703466333,0.874688568,0.644403434,0.201174804,0.166553632,0.633069786,0.756491689,0.127356141,0.293361166,0
0.095477387,0.714726884,0.2661812,0.361790845,0.60766358,0.923981246,0.293863338,0.465667874,0.509793008,0.815710573,0.937616727,0.016534246,0.852045599,0.249574511,0.107953332,0
0.216080402,0.888275147,0.74211428,0.016797325,0.148091258,0.64899267,0.242857524,0.587436562,0.042321871,0.057885535,0.951303976,0.183323947,0.512870251,0.769875028,0.225670278,0
0.206030151,0.943756212,0.889050436,0.260107241,0.069075783,0.710212833,0.650360149,0.309880265,0.962050774,0.64722654,0.182798595,0.711056584,0.54693269,0.745911939,0.492086204,119
0.251256281,0.806727314,0.692272537,0.789856841,0.12536449,0.807800779,0.432287559,0.241336415,0.532966179,0.318525464,0.110969791,0.91694418,0.152298221,0.166785501,0.762509879,301
0.316582915,0.900710769,0.364903457,0.004286584,0.77200607,0.480413434,0.844508225,0.543546967,0.595260184,0.798950353,0.34562811,0.427279274,0.799276005,0.537506472,0.981140196,0
0.753768844,0.180686122,0.577652187,0.424840665,0.449741796,0.915715067,0.541700281,0.916202753,0.271549895,0.780779182,0.261906532,0.762640789,0.344539656,0.614071749,0.569077666,420
0.195979899,0.051296376,0.731440506,0.205094187,0.424637562,0.722326403,0.007949703,0.457335479,0.693239669,0.586265593,0.331917091,0.403715121,0.291710789,0.144029998,0.721256621,0
0,0.514535413,0.447201186,0.862738893,0.862511781,0.968225832,0.026911725,0.725914611,0.367557994,0.011861434,0.312013852,0.746318811,0.888064855,0.634705768,0.009299413,0
0.949748744,0.545272656,0.785435513,0.226251811,0.685387821,0.678002848,0.936113147,0.644014517,0.587595055,0.934219124,0.649069252,0.377007788,0.869260093,0.150356691,0.779939724,231
0.015075377,0.618422942,0.451614919,0.565601821,0.961649536,0.55676327,0.44402406,0.396280783,0.034060656,0.442108801,0.207655529,0.506269222,0.97171791,0.084193026,0.59208979,535
0.110552764,0.636799719,0.482317151,0.841335798,0.930857871,0.341164136,0.501226208,0.140918356,0.940205578,0.234957932,0.534718313,0.201225908,0.245983635,0.589980633,0.073943803,0
0.457286432,0.090997761,0.557707542,0.386036645,0.782409305,0.832397506,0.834078331,0.764038087,0.346600758,0.210993458,0.481166555,0.302032589,0.194832937,0.871386204,0.67883801,358
0.085427136,0.628014899,0.580921932,0.792592162,0.271921388,0.362144291,0.691702076,0.683129699,0.872820535,0.765557528,0.290245538,0.039736089,0.187524743,0.825461894,0.919159312,0
0.798994975,0.137714016,0.181901561,0.599730114,0.981054658,0.333750724,0.151326421,0.059181776,0.994651108,0.892132462,0.723991554,0.57009975,0.119767752,0.79331651,0.027518629,0
0.532663317,0.304938431,0.298890687,0.551973331,0.259160187,0.111000089,0.420780278,0.675535664,0.31856938,0.02695659,0.787753175,0.941555961,0.068638935,0.777323642,0.088891448,0
0.462311558,0.318936763,0.007703248,0.153836839,0.859366828,0.059798871,0.148818479,0.105343008,0.452990052,0.842142074,0.834719461,0.975615027,0.984068295,0.483373464,0.309788213,0
0.552763819,0.259926844,0.08972384,0.575812288,0.030200837,0.178894237,0.719198996,0.315864753,0.85201468,0.678317446,0.709667306,0.585895066,0.617467906,0.819373827,0.525470156,0
0.979899497,0.10066143,0.566913346,0.05964999,0.089725577,0.530352043,0.393368317,0.809664459,0.914213165,0.134985593,0.255496869,0.664656532,0.620082175,0.714729995,0.842448533,0
0.427135678,0.967378412,0.150863931,0.812978386,0.4608971,0.06516429,0.126031148,0.325486667,0.672486417,0.305980277,0.384391327,0.802341311,0.452998318,0.984104284,0.145695021,0
0.83919598,0.854785995,0.471716257,0.443784237,0.516810977,0.681955345,0.5868004,0.445342861,0.37850938,0.067174995,0.668800252,0.192698121,0.39434249,0.07669223,0.440939775,31
0.105527638,0.495952097,0.355468872,0.886429824,0.055907177,0.414678463,0.200929108,0.368936982,0.053519689,0.633855127,0.920687277,0.897515811,0.325234184,0.110103371,0.37183566,386
0.417085427,0.200332915,0.374185648,0.582011755,0.627736287,0.841244486,0.185723648,0.704911709,0.407787097,0.617694488,0.714148651,0.325987357,0.763215294,0.046751377,0.550813875,0
0.587939698,0.401068089,0.520647483,0.473802057,0.380955937,0.220568371,0.274197782,0.778380194,0.66148415,0.690919778,0.982742376,0.023405629,0.173736035,0.036495689,0.931267552,0
0.050251256,0.72934671,0.968022496,0.677714402,0.703652737,0.875273746,0.913358045,0.634553574,0.573361265,0.562218944,0.305276299,0.395721544,0.363077816,0.266553072,0.271724865,541
0.994974874,0.353644439,0.227883716,0.130697548,0.180841583,0.071640478,0.018342788,0.51405307,0.494508548,0.28285436,0.158718379,0.067915679,0.749604101,0.508660618,0.283721281,0
0.43718593,0.19803439,0.387579745,0.31465243,0.746216716,0.379904069,0.590646093,0.810990706,0.358436479,0.920153131,0.564505151,0.476175038,0.58970545,0.518529093,0.31675708,0
0.291457286,0.272108889,0.603133145,0.601099382,0.193127361,0.886505613,0.685191067,0.273268981,0.805219483,0.272603091,0.730227193,0.593295571,0.100182794,0.64301974,0.338189078,187
0.778894472,0.159787308,0.133144514,0.90950983,0.413585198,0.908441929,0.093822341,0.557226629,0.007493302,0.250026064,0.492645624,0.67202981,0.449944305,0.359581461,0.424201076,0
0.547738693,0.462304178,0.255927996,0.891473728,0.768591643,0.185624452,0.636212806,0.843991777,0.220061028,0.475666583,0.623466314,0.350344724,0.010571753,0.020636343,0.383664395,0
0.035175879,0.526211252,0.417122478,0.337126746,0.555363254,0.576719708,0.261119763,0.048764077,0.160201006,0.498158961,0.97240438,0.076781579,0.049588128,0.218305757,0.969719833,0
0.638190955,0.83774381,0.06827545,0.915079668,0.114559532,0.662927196,0.451379845,0.506725863,0.249166463,0.334419393,0.460798704,0.689378983,0.008841566,0.687789727,0.650096994,0
0.065326633,0.414914587,0.680233357,0.506446808,0.539691489,0.567205944,0.178297532,0.338225051,0.764283378,0.778020268,0.230915361,0.492003988,0.422575348,0.844238476,0.806230683,0
0.623115578,0.700012452,0.825488484,0.692464408,0.040906859,0.266284591,0.48367106,0.359571915,0.010941619,0.535569449,0.377752398,0.287255983,0.72539018,0.101079605,0.25305218,433
0.899497487,0.650523307,0.318677455,0.411638084,0.158155116,0.002262273,0.408382871,0.856200404,0.834296431,0.529892724,0.42650003,0.817357359,0.164993575,0.325981472,0.662588615,0
0.864321608,0.911604714,0.200779419,0.763254607,0.509328599,0.211662322,0.764810639,0.42393431,0.563452855,0.153856633,0.455206368,0.523520405,0.874089347,0.736766611,0.797206312,0
0.748743719,0.920124243,0.349640358,0.465563833,0.52293961,0.593476267,0.929548984,0.125038007,0.686766229,0.434062125,0.651041399,0.270029435,0.409366431,0.171875862,0.05608035,0
0.829145729,0.991199664,0.076495379,0.82224827,0.355936694,0.035779149,0.676377149,0.815569976,0.942667057,0.418704076,0.366957728,0.871544873,0.574019798,0.482672876,0.169169285,0
0.070351759,0.582334915,0.362204606,0.769020062,0.503753354,0.177006375,0.820933745,0.087172811,0.213215698,0.581801334,0.386591465,0.078485424,0.682821335,0.952375118,0.954651736,0
0.407035176,0.295814253,0.184464451,0.290567435,0.512281643,0.383372637,0.254971919,0.393776099,0.614335974,0.827004478,0.825680539,0.599755352,0.600973396,0.177320995,0.767852655,0
0.507537688,0.823446125,0.662806776,0.043204367,0.887764336,0.641190206,0.395275866,0.757142148,0.001210133,0.617520975,0.314467004,0.373856268,0.141106025,0.942988445,0.324340242,0
0.045226131,0.458542504,0.747066274,0.592312217,0.130132805,0.298776399,0.76363055,0.706988693,0.010395789,0.894867458,0.936210151,0.037695122,0.53014568,0.356427846,0.661236009,0
0.08040201,0.241901244,0.068473862,0.235855656,0.096299001,0.120517256,0.559443878,0.497693007,0.767255923,0.525597331,0.305480764,0.139854439,0.850720789,0.391942269,0.818584646,0
0.115577889,0.951459465,0.276527832,0.607679988,0.872909438,0.86342461,0.091889225,0.913604581,0.631977291,0.603725304,0.136251486,0.763360892,0.971921724,0.059673643,0.159901884,0
0.693467337,0.654625609,0.449005066,0.158086975,0.587863423,0.844608109,0.446220961,0.061565339,0.671709193,0.945589463,0.372058001,0.526830123,0.664109454,0.385057392,0.307160498,0
0.040201005,0.140811919,0.307747076,0.838776168,0.407852809,0.537715916,0.648845828,0.215412408,0.521187,0.117104106,0.488429592,0.390572904,0.986090216,0.898925522,0.605513627,0
0.673366834,0.196222091,0.434820264,0.023172399,0.648657049,0.358194886,0.601021033,0.326824518,0.722842598,0.505011193,0.65521206,0.966446476,0.27880845,0.852409964,0.64227387,0
0.592964824,0.352473903,0.966880052,0.842259719,0.443744847,0.906831803,0.334503275,0.180739215,0.978647437,0.670337705,0.561844045,0.602309817,0.18590527,0.525248513,0.249275471,328
0.814070352,0.684309302,0.891100949,0.380089315,0.233233687,0.050018725,0.376392836,0.093045243,0.023737573,0.937146105,0.778140797,0.496973309,0.797896704,0.441443396,0.550744586,0
0.386934673,0.756467547,0.411504873,0.034423908,0.498722159,0.467058565,0.389667323,0.587254417,0.44770548,0.133251928,0.788601871,0.927830146,0.327837459,0.646829606,0.745052781,0
0.396984925,0.520545904,0.471925284,0.250395766,0.740926098,0.204914733,0.208974048,0.38212164,0.553812977,0.518028859,0.726767255,0.273674134,0.375474809,0.021873492,0.211394719,0
0.959798995,0.383890009,0.428975763,0.996225554,0.26269586,0.92729275,0.452121721,0.723274249,0.936487927,0.269394229,0.349471713,0.057989853,0.195452986,0.187872812,0.278793529,0
0.648241206,0.534687995,0.685994132,0.208836108,0.190721993,0.271627642,0.009861484,0.983295181,0.647503453,0.450204539,0.89218172,0.157490453,0.34713601,0.629379805,0.547154236,0
0.778894472,0.925896579,0.496823585,0.284307159,0.896966348,0.265232051,0.867119605,0.201792647,0.807693649,0.040006131,0.008536213,0.987191823,0.528707282,0.341747281,0.911749009,0
0.487437186,0.936322327,0.934966007,0.327548253,0.60350504,0.235464235,0.185101781,0.763792446,0.30335628,0.030373179,0.543614996,0.01074236,0.402221247,0.660932216,0.227983062,0
0.959798995,0.287070281,0.390074032,0.610011618,0.525668452,0.717817734,0.839298538,0.612544967,0.174714882,0.198658909,0.717180562,0.263313396,0.077756006,0.151823339,0.693128263,438
0.361809045,0.85022049,0.824062239,0.367816204,0.627889316,0.490927339,0.323820704,0.748656869,0.584955424,0.802261883,0.586172179,0.755229306,0.113897779,0.847770697,0.334243466,225
0.216080402,0.900146688,0.033381633,0.335585272,0.486485127,0.379675151,0.589019121,0.684599301,0.226955598,0.440724179,0.636195466,0.063181326,0.555814057,0.770250154,0.831390667,0
0.989949749,0.229617594,0.923029288,0.634581981,0.344593209,0.799021964,0.34337491,0.346010721,0.980126396,0.832240876,0.050572639,0.187441483,0.514462239,0.880065305,0.234685462,0
0.180904523,0.433312104,0.805538358,0.534551226,0.399174325,0.887770834,0.35961648,0.678606562,0.514700507,0.68489897,0.984881916,0.938830295,0.428946381,0.00695523,0.048612527,0
0.286432161,0.321070308,0.757604519,0.185699473,0.709283651,0.650567827,0.527140746,0.509122825,0.89081751,0.36630335,0.95125527,0.808597617,0.416189753,0.29098273,0.829105249,30
0.417085427,0.943030218,0.676220166,0.484611802,0.059592573,0.005929938,0.501330552,0.875902521,0.158732815,0.375462562,0.859434189,0.327545847,0.133425988,0.963323138,0.865170852,0
0.743718593,0.98356626,0.556407826,0.9444742,0.160552588,0.307638336,0.858307804,0.33124429,0.030848728,0.755880442,0.663639228,0.57035029,0.589664359,0.406145741,0.005091977,0
0.155778894,0.639364581,0.2294907,0.783772018,0.866504571,0.40439162,0.667557282,0.242870949,0.423512433,0.050781269,0.252317151,0.828326346,0.265845951,0.788260174,0.97217851,0
0.331658291,0.04114937,0.502510865,0.378076315,0.106377167,0.635880815,0.65633014,0.825661535,0.352580532,0.215600561,0.73401567,0.127185614,0.780782563,0.692233047,0.075946681,0
0.025125628,0.25916926,0.719001253,0.47039033,0.33592002,0.180106174,0.94642051,0.837601978,0.340280619,0.160741758,0.877137083,0.514964818,0.485801308,0.565089582,0.495418358,0
0.547738693,0.860778956,0.345740265,0.091225252,0.838615062,0.105731126,0.269566437,0.008282626,0.696697084,0.342013735,0.490309385,0.284551775,0.330267907,0.494297599,0.085156572,0
0.246231156,0.556372746,0.259461117,0.752850455,0.933851337,0.516200815,0.57210479,0.946175207,0.567277622,0.975671409,0.067176197,0.305785877,0.562984155,0.532673407,0.504978335,0
0.055276382,0.713478457,0.911356751,0.526183992,0.639510069,0.967935976,0.987196822,0.314074843,0.328182806,0.201285927,0.794838853,0.958500059,0.843663126,0.223477878,0.610869931,543
