"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"441",2991385.0045363,4107228.67441042,4109931.65966,3754590.87846471,3541793.95618536,4036738.97541921,3435001.50022596,3538615.89368156,3986058.1841074,3504647.9719796,4371210.92427095,5329969.94466602,5256994.70009653,5302725.04267101,5935323.29548823,6777910.66228689,6431439.51492424,6085161.51346234,6180081.896324,6148293.62890076,6596344.75463952,6615663.82319468,6033522.44115166,5886034.73046335,6399729.15932671,5911915.9133261,5930958.94359145,5396428.39452824,4832048.75074334,4366542.14166615,3379510.80833293,3240561.48037486,3674294.32307799,3900726.85398843,5208503.91498115,4290332.88958214,4157771.74791791,3849951.401413,4590597.9236718,5294835.4263491,3826996.88232018,5509923.78055656,3775051.98708377,5295408.05066268,5105852.26632522,5044022.41645371,4433922.61603112,4730364.43831969,3102884.39895909,4370188.74808344
"442",50945694.6965885,62472343.5759018,60667083.8220594,62108798.8504533,61232341.5331496,60647460.8229893,60929627.4179168,60523543.3895711,60768206.4107311,60951370.0929889,60219443.6345131,59434497.4459449,60321581.3951691,61238710.8572522,60704454.8193126,59236780.3857035,59960589.9335766,61933449.4621293,60813880.6360176,60749505.6838353,59880129.5035251,63179646.2321593,59472626.9627581,62641013.905602,61026199.6493383,62554476.9556281,61723242.8741294,61237058.9634501,61240998.585848,60814065.442672,61902403.5875736,61194642.7635173,60871987.5640846,60758654.2071325,60757194.0087191,62315772.9357075,60567534.3843768,62535174.0157439,60437251.5898451,61167813.5645435,62243170.1362768,61701302.9601134,59767594.9433007,61148450.465271,61373365.4841269,60348400.1249919,61284622.1938112,61309151.9802277,60625379.091011,58863164.3010767
"443",7343709.95042726,52160174.535848,105914137.620004,113015382.557758,106502133.583724,104139106.086073,103143601.454823,103445912.407775,100319355.795871,101014182.636443,102410297.283917,101327037.403485,100839791.197128,99721248.7119997,102097302.065774,100354343.309674,100534634.878242,105626938.953903,100823900.432794,102025660.517124,104387280.250173,101493220.406806,101316363.102691,100985401.366031,99316321.8394569,103779590.086224,106071350.411564,104191517.438431,102995127.796882,100552700.338391,98749988.0680422,102557389.630329,100575673.195425,104339673.637579,99436771.7630179,103413783.847064,100298763.038885,103195815.29096,101225145.646265,101101414.701412,100949005.501338,101089456.804133,101739018.689159,102517032.53958,100140769.237368,102713010.0847,101784343.258683,102605790.59983,100942147.153069,102361145.33069
"444",-122847.094628037,-49555.1955066129,-49933.0329461321,-18391.37789944,-42331.1195039838,-35574.4244810272,-9905.43779220427,-21371.7764082173,-34919.5921513601,0,0,-27771.3017874278,-3514.28825979313,0,-15739.4733832717,-33834.1403458959,-376.626915382294,-18533.438578815,-35184.3055224831,-1361.23548952001,-67970.0292913448,-35307.5830829516,-19772.2706250939,-5115.93433072129,-17992.2894361201,-10595.6097463045,-7344.25806552113,-10480.4204518501,-28515.3315425927,-30829.1834332882,0,-19517.1578899126,0,-17945.0920440011,-11274.9134584674,-34596.9635013509,-8603.76836069018,-14912.7665089679,-43521.49798733,-8971.81372770094,-35376.874031282,-29780.302390934,-29585.7732351942,-36635.2801093075,-9500.84267547142,-14280.3187400651,0,0,0,0
"445",9493703.59365655,14725856.5218089,15106525.8465787,13977784.288077,13053379.3709677,13036611.921039,12264628.0200581,10860462.0454584,11858894.4737956,12394682.7261349,13265918.6629778,13129279.086049,12335720.2712982,11705434.380176,12785257.4603391,11653835.4935663,11929216.4082639,12796250.6959567,12304084.1428921,11317783.9846631,11566155.3832783,13301541.3569848,11601025.7939173,12030398.869464,12567843.6596038,13177725.5062476,13046964.8096956,12273166.1024607,11679868.8778474,12331342.7159869,11783217.6531314,12378771.7838161,12121596.4050355,12508368.9722845,12529332.2758224,12781812.9699007,11814770.4341014,12218825.9379615,11599338.7119557,11856772.5521469,11532967.9144201,13912059.7953384,13156531.2286756,11798661.0181554,10646860.430682,11721939.0294597,12183601.7528582,13001277.0149597,12809647.3579215,12773093.5634315
"446",-1211956.08380382,-1117936.68533523,-1138762.93192709,-606282.191827271,-713963.763457329,-3984034.79194361,-1153109.08900068,-814687.954758451,7275.46076713165,-1723760.63327487,-645989.029772467,-1103345.35738415,-1728327.25245176,-2289002.03875693,-1268446.1305266,-1015021.90514288,-2151200.3370862,-1998149.58075402,-2258429.90635056,-1241411.36699306,-1564879.69471885,-1026677.4264155,-399511.090851754,-1306014.02807149,-642303.774956802,-1171803.23548867,-1063210.37037023,-722763.09333057,-1095165.07697603,-1594126.57740184,-1104169.73862054,-1345861.04792897,-1871878.35579422,-1254244.84644334,-1342858.16029032,-1069784.63705133,-1017436.39996174,-1481404.22231312,-1473565.16458015,-1677366.36125595,-984394.121339905,-1964251.59089298,-877828.027152959,-1653207.77431856,-1254647.37237365,-1074943.34996088,-1439619.21402636,-281341.801223786,-1580761.82025915,-1971093.86827543
"447",-24903.1203411178,2165488.90738689,12584005.8577962,36509619.6305549,60909435.6764032,88538810.5639639,120509776.400995,150358085.33964,175125949.549356,181822039.079797,176076291.206993,179860573.482738,176753310.627929,179630423.078058,174673797.431556,175828391.758767,178510990.717598,180446280.876525,179033498.703126,174813311.177865,172908963.750166,175307158.974225,174740619.268726,173213683.253524,177409707.535231,174501955.797804,172974293.525083,176605186.674858,175330845.507245,174786570.319707,175117949.996671,175061827.511282,179417166.290188,172247932.210018,175483642.913382,175533619.304466,174981020.853896,169869445.733682,176186633.479546,171422578.720021,175273414.682308,172170140.116543,173541217.252275,173180876.818186,170606567.720099,171262854.172761,174482198.675581,171168921.936779,172561276.730955,171052641.6409
"448",42566126.2300453,86835539.9604548,85668320.7274974,82696603.7829306,86356587.2979826,83440219.3329675,86100117.9416547,84301303.2894985,86023866.0922255,82950773.29505,87892693.5395084,83879082.0515798,84846477.8355712,84277399.2827554,84042841.6675795,84858915.7937148,84669035.481243,84162532.9640259,85825650.6127629,83778783.8980076,83412677.4706246,85422518.8958471,84166646.5888876,82727322.2270606,83555072.8707628,84329978.0750983,84725218.2209991,88108337.2591,84029028.2029119,84564811.8611109,84144944.7173221,82317444.3803571,85856244.4276578,82236628.2893272,84457438.3649243,83439082.8635127,86005221.7934333,85341322.768526,83502126.4439179,84075002.5898617,84345377.0282681,83487277.7037136,84379592.0752516,83838715.4489693,82518303.3329487,83750577.8727493,83765302.7025841,82637380.4954638,83240926.2017604,83962323.1166474
"449",2860728.48046111,16774680.0174218,25173396.2991674,37485719.6737042,50544192.0348398,62175967.1865306,74399136.9579576,76072140.0329093,75509094.7434362,74846260.3301586,74746646.640174,74935726.2348713,76392268.0337703,74798828.0324464,78364689.1410802,77885150.9196655,77716421.9266883,75441645.9830013,72831334.9454285,72515612.0684436,76005506.6981791,74587271.6097001,73927381.5118367,72356584.1542111,75061809.7149439,74706022.1087813,76396496.3899501,74551469.9704943,75539444.9887565,70893518.8359353,72199483.1270166,74868546.5066313,71312667.0127308,75953105.7575219,75997628.5776264,75873312.640264,76916520.8677284,73900075.8541201,72242050.1633641,73865616.3154672,73451733.6999322,74628974.5182365,74816774.1842525,69800059.9583093,75448475.4601723,74691057.102474,73663194.8266986,73032986.2794534,75311713.1517523,76925475.8920115
"450",-194395.318948119,-8549.0550693476,84288.4545631556,262333.477304415,493047.818580058,2735883.8210905,5076232.45852655,10424785.347761,19018773.3863052,21469319.959103,26692164.1475263,33101695.1991398,38135528.7721453,34619996.028577,35971196.1577055,39632750.2660049,40958655.6239693,40144452.7316702,38559254.498134,40276502.6636539,41793883.5686357,37626420.6731891,38001287.5041574,37836195.2138848,39727241.3132775,39190603.5352677,42926962.9879185,38823306.121791,37863693.5584705,40283756.7655587,41507701.2356235,40180268.0468646,41856158.4993197,40214139.6086317,41597390.5524893,40359390.8845821,40910361.6668299,41000037.5415346,39848077.4686107,41098291.7992737,40325032.6964855,42836838.4327465,39568327.4668572,39243796.5849089,40921897.7613751,38043185.8869447,34648674.9981801,38414509.1470001,40636544.1579103,42689465.0117435
"451",2540162.22154872,30623087.3970275,63918120.4108865,91272436.4964345,94859491.7158302,90040638.8101169,94651452.2060441,90913411.4785005,88710320.1196499,86492843.2484133,93942452.7798639,91576358.5680784,89857292.9768088,90228048.0605752,88990843.3910472,87060425.3649453,87195731.6391377,91159777.5069836,89101406.3256505,89690656.2694788,89550475.6774215,87262551.4950597,90456805.2532111,90640852.2253318,89023791.9028743,91442349.4530993,85413659.4995721,91452427.192226,91705719.4736999,90883948.3043164,89569088.7609526,90622371.9012275,86700869.8084915,91566395.0524471,95195544.3649726,88115240.3651594,89048546.1669686,92509052.6234,93129483.8602145,89936256.3032749,88773660.6548721,89201693.0932117,91994355.956609,89549848.004116,92610244.5532083,88869915.9036813,92615449.1910104,88037969.9470667,88002303.0054595,89162089.4625654
"452",-1998043.55830569,-628370.968234677,-254937.451308323,-309900.450482611,21962.9496890617,-255000.966815945,-232066.975419757,-35346.646194217,-130212.799024868,-358293.932042537,-272529.226494821,-100656.066014615,-163146.342776469,-146789.152918672,-273902.611831119,-261287.073003841,-249647.580388742,-217985.646274971,-162986.096481939,-349264.022107066,-66466.8780551187,-248234.674991789,-284331.350302673,-250156.077179657,-248601.033839774,-246243.174848947,-314346.458747814,-364444.149071942,-196816.379881803,0,-155576.559138996,-241194.21454994,-115692.181477084,-311214.617160598,-210008.179767715,-172087.260520436,-318590.238583045,-308998.709281834,-215301.784130937,-29559.9390144183,-302193.048124549,-670492.187718409,-144050.015798634,-178416.400856847,-564517.877088327,-435127.263327407,-515329.546734291,-137068.54334117,16059.1170323353,-567190.076373481
"453",554340.965177815,7476302.15194644,19039725.8459042,35645486.2200366,55266857.2880468,66411302.1651782,74860621.6429728,72296263.7132988,71648793.1320555,70981800.2178117,71644373.8114498,71558240.1944405,70205628.8493206,72317910.5981075,70543818.5987573,69704837.3474812,71239515.0321325,71421119.1380603,67388849.6877092,70204083.1423371,69970498.0969566,74161127.0579069,68300048.3871334,70018641.1386205,70416611.2143075,69588010.2896929,72010771.9464348,72188503.8319836,71710025.2761707,68788026.713204,71382638.7706765,71725729.5666096,68779553.7379564,71940124.0689072,70564352.9191868,69791604.2766407,71201221.8772976,71679297.8228059,70190485.5462933,72370378.8065668,70969631.564116,69613726.432363,71277019.0757706,70715650.4871514,67547375.1479151,74223884.0511117,70084405.6504813,68140555.1806598,69724800.7802789,66647734.4590356
"454",0,1525277.42889759,3586473.03193643,3306468.91607908,3055884.18684107,2897446.47350518,3417976.05387362,3506225.16664676,5379221.36972576,3894508.60938298,4095894.24339006,3462456.53461507,4316976.55163892,3020175.42783645,3734535.02647838,3893017.6253515,3302837.81918703,3421459.37605789,3928681.98726861,4656201.89737371,3480878.60093193,2178434.76978353,3980874.0479278,3791139.88095699,4264287.45580832,4032401.74341663,2822764.59397756,3599066.78508835,3241230.64661443,5251687.50661918,4235717.41866793,3396918.68609461,4119936.66463191,4853038.37616022,4522971.17062038,3441429.78780895,3845443.53840741,3153896.48351038,4061897.61694636,5391906.93278155,2379524.62893759,5204362.0718744,4780940.81295765,3405197.87875529,4420609.26694014,3105319.18135956,4673296.13231932,5112404.17001619,3744282.4237033,5256365.05262467
"455",15242131.3444836,35368742.893465,42723654.4590348,44749036.2614809,43851481.7749822,44907760.6872751,45592433.9175807,46471942.6987479,47281665.3021237,46519811.547034,46732134.8075613,47061456.8379004,46446678.1773428,47720096.1016988,48083566.2074157,48481241.5848268,47737755.6896811,47289049.0742293,49403591.4173451,47050035.4169418,48759411.8003952,47180284.7802077,47978557.705087,48154004.1511733,47400896.6601182,48179182.4482113,46857808.0371615,46526429.5420701,47850587.31739,47393153.5433295,46771585.2226482,48813415.1451318,48033565.8510488,49414019.2535502,48002222.8454229,49113341.8418977,47912960.4430945,47808298.4923082,46039480.7569319,47976888.0809427,47599710.9972908,47201515.9441703,48571427.0029402,48606333.675496,47454152.8004556,48727583.2857172,47696930.5530453,47904115.8373374,47598688.7752961,47208255.4381301
"456",-17457.4194923559,791778.178475349,3604807.51384706,7723514.01295661,8008501.12309794,8605245.80055908,8312644.0994445,8539447.1052551,9868273.26153206,10235687.5542469,10094764.8427597,9720410.51287281,9648943.55228585,9606882.18332149,10274156.5397817,10002987.2355011,9492417.40115637,10612000.1850289,10164158.3061261,9769400.06213306,10524362.6183769,10174336.5055156,9598067.4041818,10418295.3601795,10136266.6796083,10058480.6074988,10580650.1138331,11082969.1004715,10830460.1556224,11241565.0068678,9820823.65573912,10326964.4588592,10554220.8992843,9359454.36505238,8817183.68223491,8172902.47586977,7539636.39729945,8501298.59407323,8100351.8514969,9656375.76097647,9527658.81354453,10789733.9719998,11946619.3606933,10638558.6256794,10602458.6340647,10690484.0109798,10680002.4434412,10761735.2004005,9720206.17447278,9843819.5259325
"457",-839106.289673189,478347.899707111,419059.152214787,394430.843406177,825963.325327681,818938.979251153,1282300.81237778,1652726.80684492,2828547.7015181,2605521.07441768,2958323.99828507,1491662.7854498,2393288.82282341,2481429.93017219,2292793.10499669,1981827.68873716,1995150.83118779,2222628.45949179,2069754.97806078,1974699.31924733,2296167.0677792,1972843.59365523,2225746.02646336,2586955.25866184,1952737.75198366,2255740.23760823,2259580.00801887,3388116.51013963,3175950.32337401,1737863.65135915,2180592.09610849,1574178.52648498,1580867.49561996,2574838.50244862,2587822.18005924,1630426.95569774,1905070.6241149,2587423.08474718,2239792.49978289,2616100.08428749,2842850.7155607,1964147.36688581,2255630.22090182,2317740.78447822,1763045.35991792,1510864.03479058,2820754.74650246,2165886.27026705,2686080.17698163,1951608.69226816
"458",-1078438.17543932,5900531.85008313,21499278.013271,35246317.6028,34406505.2011886,33409911.1713078,31766997.2175495,29623918.1250942,31805956.8973098,31545254.4171014,30464081.5633553,29795534.7792234,31652342.2159002,30194475.4371061,29031865.7941332,31571176.5277236,30461178.0164609,30331651.3094539,30255821.2925982,29715768.1680052,33264518.5079064,29146377.1496857,29035192.5599891,29783359.7963912,33312821.5728192,29577287.2845333,29952905.3461598,31041389.1531953,30714545.4420631,31216150.2379077,29961617.9425149,30844305.0169468,32655443.8236647,30433244.5618469,28975264.4642556,31336365.5056677,33105524.2531851,32704018.8898068,30361119.36856,31107446.9358259,29886031.4215013,30497835.835996,32895943.3927633,30223106.542746,29715653.5305521,32158412.6515283,29448452.5243333,29463091.3462402,32317171.9939394,30053082.8119694
"459",0,12202556.1369896,31430903.9822477,43459452.319118,48150023.0527213,72958253.7811724,84352154.9957774,92133174.3672999,103559139.245042,122055320.360932,131243515.195171,121552129.066091,125168125.370331,113999718.468898,125140415.427911,126241046.897262,114308714.286466,122969044.706171,129704164.607172,116337244.804844,128887455.17911,122334942.03,130156563.340496,123908750.532883,113440137.439345,123133790.107925,124000243.323338,113773033.190672,126552487.039982,117440446.749944,118562979.624118,125601482.160119,123387252.635638,114309606.459991,124054186.966697,124424568.548982,122427459.33618,116348358.753273,124507397.640904,123810995.179575,124608580.371306,123192556.163222,117811292.166816,123540521.768239,130290397.730715,123327498.460681,128757390.438253,117826191.792823,121942887.438442,125789867.852872
"460",-119608.680306729,0,0,-26187.8673865664,0,0,-39522.8705498146,-140955.400322575,-181332.191757875,0,0,0,0,0,0,0,-12460.6331931469,-297557.192577171,-87917.9915669764,-189160.139574573,-336518.357464742,-352940.229975393,-173590.341272535,-116229.385510198,-575509.064312598,-327867.855736629,-228983.22313064,-411515.101241502,-295657.612847979,-396942.206149198,-235005.247372406,-233614.906627856,-169336.943792726,-148937.543368871,-365945.591374167,-53370.4978780124,-83752.8019391202,-72142.1774029353,-102803.260010308,-88405.2784460627,-54462.0685909903,-103878.54192274,-419885.0975039,-114288.869483472,-24470.020885095,-221111.000571982,-107573.419443889,-13358.1688262713,-131479.713625826,-10028.6786600631
"461",2499349.30973442,8705131.84399112,13262594.7453944,11488416.1295036,14302949.0367946,12682079.7112177,13276809.6501055,14768520.0706847,13537217.6750869,11679452.1566986,13832286.7971531,13161859.2758834,13202941.3388228,13605397.1673557,13009337.7085785,13117982.7276204,11863499.6106336,13768314.8015689,12744006.085547,12555358.0475123,12296319.0657522,13332236.2103907,11731032.5049084,12090543.1960815,14166350.7328736,13135940.4782675,13780227.1832192,12240459.6246897,13357337.7495494,13527418.6244706,11719845.6240246,13293749.7828583,14124015.9700501,13410728.4758365,12895793.7180799,12845059.9602346,12082388.8435915,11793710.1661082,12217858.9226807,13935003.2073701,14763761.3807342,14041518.1113498,13685780.0782658,14717486.1331355,12962094.0791419,12894797.762611,14549742.2775903,12672038.7605056,11779014.0482582,13651876.1531187
"462",-174448.84049508,80995.6480429109,751132.966096363,893928.661583868,1181642.9712151,2257052.95734214,752700.827013541,1061675.34193345,690727.730594465,1087976.28161437,1668382.87888134,1590416.80254939,2422302.02446083,3023361.91608457,2719171.41164171,1966373.04435282,3481439.5690121,3334755.0772882,3087356.79502957,3043146.57465134,5842262.17326752,4385006.5331821,3931060.19287817,4585521.96036506,3873078.62265095,5217648.44187513,4115250.7853117,4512987.1682878,5120130.94976899,4664741.69270943,4780713.01082232,4484697.4634754,5539409.58084164,5625831.17723723,7512594.54833523,6656219.95980336,5008540.00448965,7016248.57113271,6398060.46871598,5628328.90743074,5857095.50643971,7180667.20933884,8342478.12029663,7366848.92142209,6153780.2963207,7564815.27040315,6548766.94060006,6979686.56440756,4397454.23942517,5855944.95575026
"463",2783565.20963427,4308569.64517411,6172117.05629127,8454036.92176976,10048846.6856954,10138287.6542299,9975756.89334568,11533267.2645503,10822580.0622523,10833093.889723,11161240.3920028,13835983.78459,11465850.1819132,10855121.2071491,10730270.6457261,12196107.5701856,13078606.9360297,12802893.4944214,11933174.8237638,11375754.4846543,12619101.2794321,12153146.5477294,12254818.5898035,13444033.7362508,14694651.5237697,13452235.6864972,12354167.2151091,10857782.5276465,12759493.7460941,13123123.9159216,12093413.5277874,12910480.1747269,13218310.3512866,12531672.5142734,12702809.8139763,12479232.9701479,12308116.066021,11733387.8096768,12965389.1317872,12018141.3780883,13023245.5388589,13339359.0225265,12204913.335127,12057328.8902971,13772447.8250014,14049840.8432738,14067446.4368899,13097129.2189917,13692537.1806421,13960214.5954308
"464",-3507637.99945256,-503643.244613193,-218567.333377228,-216925.033261857,375912.035666,1985684.50795764,2764789.89871929,6330772.40997336,8923424.04776767,12215518.0317889,13498832.9944814,13000906.9248771,13039860.5496426,13329285.4453543,12752291.2199217,14080724.932942,11498904.4919538,13425774.42519,12600095.0692891,12838005.7252522,12618861.0228254,12246700.0045667,11832463.7397911,12144238.5458034,12826356.7964252,13187002.4630763,13876911.113466,13167260.9569522,13357705.333155,12524364.6515072,13112359.2109158,13608246.1025065,13278699.0520973,13806317.1192326,12578442.6578186,13194999.8647253,12674802.0704513,14221461.2109102,11474644.7150217,11956419.9721263,11322546.7595107,11718554.3085607,11370049.1812569,12458199.7577704,12422666.2716303,12648650.7044264,14931282.0423673,14397905.2331294,13806775.2169672,13261734.6658172
"465",-2808236.48248948,-1353706.85585509,-1342169.94355097,-1679594.69398626,-2085216.76673169,-1487515.30648254,-1581210.02268788,-2373834.81964138,-949209.05622643,-2186942.93461151,-1827504.95530065,-835153.032483203,-1866506.55797195,-1564156.72049954,-1365118.01826665,-1398849.50886459,-1379213.11662635,-1814962.91223692,-1399534.41632772,-1041190.58376783,-1946900.13761298,-1511755.64239341,-1519358.61275628,-1536233.99171723,-1639180.03891037,-1671361.92933768,-1490772.10463026,-692362.279322135,-1013238.93831001,-1871279.84876163,-903793.581509607,-595901.157443273,-1733439.83008897,-1567724.84392652,-2236519.33298666,-1603867.03145719,-1771478.5003312,-1731042.53187497,-1483861.01324948,-1442970.51704071,-1885765.35919311,-1653486.3280004,-808824.84308226,-1740790.6147123,-2113250.02947233,-2451992.93127615,-1388395.6963756,-1529742.3865552,-1875901.98890788,-1192324.73876935
"466",-1618640.27365316,-239673.366053949,-438504.608815323,-485746.55830793,-170494.103535295,-500554.175545746,-361249.685834422,-238197.900900074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467",-17127.9716527915,377372.866651298,735034.743487003,715095.106325476,728806.601861055,786594.195463126,653256.764159515,1509922.75911779,1362924.06639169,1267414.81794143,823887.670695746,690651.709906075,723474.119059921,505541.297446776,781378.304350446,832891.471572544,803227.369304985,953994.069688744,1113695.51630371,906505.759518368,704648.27490704,959411.636812843,784166.268612098,716220.427713408,814861.580793297,856527.024486143,1038532.95421797,1202106.5692204,1235371.18883293,913131.169430595,943742.890564933,815328.405382095,772118.051790599,1050080.68923531,1360769.60696081,1077348.46520692,918603.207430371,766792.649319117,849002.185379947,714971.083899261,992130.749615642,1020152.25413351,1026387.41873627,1288123.08993978,1260939.0894464,1150662.02165566,970508.693282829,913319.021138749,1276554.69347692,1521079.24813005
"468",-436266.42076031,-117140.364979379,-82697.2962898935,-28582.8010602651,0,0,-24145.4996003342,-36850.5343169337,-8213.19185840113,-23495.1079790791,0,-23110.6641775762,-61852.497107486,0,-20192.9438501852,-30313.4971995961,-540.056754552304,-31573.5410413093,0,-13457.7167007822,-14841.755685051,-50415.3328021066,0,0,-10766.4517115607,-80214.2614291507,-24174.7774620876,-56379.9363365284,0,-19602.3483329671,-66251.5119170045,-34926.3880016247,-75702.8049768678,912.785457483824,0,0,0,-43007.8683352034,-10012.571784988,-9732.0100658137,-13442.4614431062,0,-43709.1834106855,0,0,0,0,0,0,0
"469",-2339891.34086054,-818852.755852065,-1271820.37200717,-1653243.69450523,-4289399.35485131,-2135267.44341145,-2584091.70523569,-1682343.87679849,-2263668.56789508,-2642670.32160686,-1722449.88786672,-2408264.72521333,-2652994.89484985,-2954466.82442629,-3075869.80343961,-3787251.39698731,-2272938.18100142,-3590662.81984455,-2601182.58078793,-3502328.61733691,-2756570.1006198,-2480371.05968075,-2120191.78961505,-2484838.84617458,-3004732.75526778,-2717148.76443803,-2202564.82933474,-2845264.72533055,-1394585.71495723,-3520166.53823944,-3410937.61842501,-1029577.42012918,-3121410.15880625,-2803690.24093224,-2190712.21461434,-3381673.58272105,-2427607.15966193,-3325148.44584711,-2509729.20054368,-1886487.62841149,-1998087.21033627,-4600523.49230291,-2081356.08016478,-3773856.92743141,-2400362.57195862,-2483445.8418427,-1541772.36180862,-3371373.85567791,-1787478.02132354,-3444425.49895689
"470",12283117.1036876,16305404.9609667,18656764.9764667,25693153.6739042,30610786.4272024,28479022.3363843,37324229.8271885,38784661.1674509,37489280.3856849,38309820.7018463,38236367.9463768,36172475.1462007,40327752.1324415,38302596.0052483,39979653.3475935,33240925.3463082,34022460.1109473,39580829.8164362,33584083.1844787,42380333.5004,39313596.0183397,40633601.0939111,41692898.3757024,37985509.4635659,36118212.3601153,40156478.2094121,42387009.2629072,41908225.8323744,41884927.2278669,39836890.1224323,35751983.395409,36702017.3858609,37615074.7852413,36278789.994801,41640412.5511164,38972619.4847129,38121486.1559757,38903175.1685815,36362982.6751779,38270675.1671276,39972348.3894279,39544237.4448082,39744794.2522199,32624967.2059373,35176102.3281662,36430741.5526442,40535851.6338183,41558471.289572,38845282.0840636,37527567.0903755
"471",-2240575.82776643,5529.23180602671,360658.589402265,917568.829425047,1450057.44310118,1334674.44779435,1427385.76446231,1819113.28563466,1966043.64999962,2157751.59417669,2538906.27094587,2164176.81257632,2440134.96414668,2485449.79042409,2251588.99298814,2537457.08516624,2877000.13301432,2859730.48047271,2645393.96049958,2406878.25745868,2569177.91276284,3025086.1584377,2707876.11192516,3243880.50754455,2760225.19444764,2871126.12142335,2661482.47628654,2548745.5998571,3160100.39064162,3577514.51904856,3326497.0597708,2732324.38615356,2485353.76698564,1813187.12962857,2317359.72885487,2192680.79172759,2157364.26546386,2212716.72652718,2779601.87928746,2412054.63715645,2648791.11144379,2358374.65657094,2713835.80511768,3065017.04747265,2670495.83835516,2071188.05499071,2288562.07268103,2230482.67256465,2600815.13140516,2079318.64149984
"472",447138.215267228,3977367.32059691,5668969.48192785,7484352.4029639,7087855.68439577,7177428.13656033,7111259.79246815,7682745.4719243,7189773.39687383,6844642.03704107,7071369.11594453,6736897.4579175,7610909.78424349,7128580.77595861,7161878.93598786,7165944.01388271,7351082.6366416,7547750.76733921,6467984.8407724,6810545.36320315,6368207.39116663,7444345.72932258,7990581.55007641,6858923.22264357,7224486.6438064,6983936.18990083,6368527.17814788,6767768.97537963,7415097.4948628,7077428.1607894,7136221.98727236,6290018.4064192,6951053.27857117,7473196.75913663,7417594.34671022,7245445.12939512,7440711.57808532,6937497.13544012,7208932.51947447,6967552.44618682,7351301.54459123,6816720.98367869,7251229.96982593,7203979.84186073,6844912.50512997,6983626.3689564,6924851.80153979,6731817.12820306,7484909.29831987,7702848.38884361
"473",11471860.1600856,14244930.8661342,18328784.1812586,23796722.063304,27652069.3690731,34831825.1153112,32626618.6742633,38061589.9095915,43210276.3645615,41497563.4254219,47112838.0997947,49116898.5751215,49514992.588157,49812718.2910768,47572957.9415881,45560746.654316,51749677.6729932,43970172.5567665,49957680.2092931,45898761.7292855,49685758.13715,49666369.7469056,46642268.3034922,49603449.9261518,46592538.5138178,47108123.3648134,47731714.889984,46787761.348524,47811760.0417339,46097725.0472477,47896181.4431677,44820830.1608136,46649110.1791281,47361579.487047,49741506.3764302,46577828.436222,49872077.1072991,49035631.3067431,48628722.5337832,48359488.6326897,46805158.826622,49352505.5669225,45556136.495576,49664805.5737568,45951356.7752641,50392192.4661528,48126908.4972446,47230490.9160623,43768107.1480371,49935487.712975
"474",-143398.181547215,-50588.8191538193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475",-25472769.6743155,-1588296.45891854,-1290727.76533276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476",-23752757.4948214,-16400401.3433626,-11863215.5485123,-13371354.1955869,-12189161.2303742,-13794537.0737221,-16300288.4559257,-13532329.6870384,-13029766.7630879,-13305060.5941455,-11038683.7413649,-12240625.6483771,-12591133.1563125,-10966264.8834062,-11931363.8883366,-11787579.4746742,-11787537.6030231,-12830077.1629456,-13500597.8889682,-10969553.835023,-11607645.1317122,-8924491.13566932,-10752768.2659406,-12303207.2800414,-10995898.8575774,-11135430.4383636,-16245025.533162,-14164775.634871,-13845190.2463301,-15775228.6916752,-13507785.7143443,-12367610.7063073,-12650667.0897189,-14015745.6718057,-14151178.1071428,-13926851.5080331,-12576417.9083919,-15316576.3390187,-13195005.6254434,-13094159.1583265,-12606531.2706188,-11863254.2550704,-11410229.6770513,-14346531.2548641,-12985625.745713,-14395557.7126178,-15183516.5473795,-13922262.5031526,-13795936.4856157,-13197705.4189308
"477",-71217.5047811596,265077.395098147,1170061.95177351,1621692.07981007,1543016.8567319,764789.744404634,1259859.63851938,1356390.43949829,2420062.09408032,1996667.63283111,1796963.56348388,1400612.81113357,1664908.80723721,1518247.41547002,2379505.27760404,1486439.05939077,1461905.60826363,1878466.557648,1768922.19597444,1500741.53323252,2154214.39744883,927685.128817505,1721285.27145195,1285749.5184021,1575321.16899508,2129618.50200462,1757847.0687585,1729538.14504528,1449973.11290293,1369208.7560906,1371242.70820262,1471702.18395086,2404640.84818602,2091617.90922362,2328976.27238872,1873387.62010345,1959761.86173874,2481075.13145078,2518880.29077575,1901524.43617735,1413250.47528157,2133716.05154216,2246240.92565619,1551855.28248588,2615334.27997229,1921024.38406643,1913345.82785617,1300601.94630474,1581025.64420205,1417708.17372821
